,ts,ne,mf,score,mae,time
2379,0.4,1,sqrt,-0.04562281539978841,0.049498285126269956,0.10865500010550022
2380,0.4,1,log2,-0.03265976790803271,0.04942079731378246,0.09729270008392632
2381,0.4,1,,-0.07272879097876994,0.050607120298820335,0.32991069997660816
2382,0.4,2,sqrt,0.16690636306739126,0.04503970959431521,0.13257270003668964
2383,0.4,2,log2,0.1599915493576587,0.04518508702820581,0.14365720003843307
2384,0.4,2,,0.1203311317076976,0.0467543580544139,0.4802061999216676
2385,0.4,3,sqrt,0.2482831995180561,0.04250531225495228,0.35192789998836815
2386,0.4,3,log2,0.2502650992552793,0.042490076286718234,0.31389379990287125
2387,0.4,3,,0.2098995522609023,0.0437074640553294,0.8171314999926835
2388,0.4,4,sqrt,0.28933119067027524,0.04033044141731617,0.5195219998713583
2389,0.4,4,log2,0.29689527419559225,0.040344551953731954,0.46494149998761714
2390,0.4,4,,0.26476213985172914,0.041424319187547735,1.5840682000853121
2391,0.4,5,sqrt,0.31760800147399804,0.038963288513743435,1.125163600081578
2392,0.4,5,log2,0.3277719826959695,0.03869594889028099,1.0143617000430822
2393,0.4,5,,0.29815043342101477,0.03999161941726223,3.0784331001341343
2394,0.4,6,sqrt,0.3311779689561998,0.03806458000150753,2.044228699989617
2395,0.4,6,log2,0.33318468648726196,0.03811461737210858,1.955331499921158
2396,0.4,6,,0.310283335989995,0.03904886789694337,6.471829599933699
2397,0.4,7,sqrt,0.3403695302014581,0.03748522233430685,4.041307599982247
2398,0.4,7,log2,0.3387132527234651,0.037559018756619114,4.361306899925694
2399,0.4,7,,0.3138304660337131,0.03867943357319762,12.878841000143439
2400,0.1,0,sqrt,-0.328514895886725,0.05277734305263792,0.12362829991616309
2401,0.1,0,log2,-0.36018655425134005,0.053969092554920946,0.09660999989137053
2402,0.1,0,,-0.2462443167024999,0.050356782064796324,0.31398440012708306
2403,0.1,1,sqrt,0.025687093335258426,0.04604106153583587,0.14177439990453422
2404,0.1,1,log2,0.04666783071053815,0.04811493539816781,0.14215540001168847
2405,0.1,1,,-0.04048753291689278,0.04964066647133311,0.38780970009975135
2406,0.1,2,sqrt,0.21896922000723718,0.044235273765903756,0.20070570008829236
2407,0.1,2,log2,0.22121336114305512,0.04259057960232794,0.20813849987462163
2408,0.1,2,,0.23536632165332028,0.04259686497091436,0.5867727000731975
2409,0.1,3,sqrt,0.35379810251212895,0.03955748043236798,0.38757330016233027
2410,0.1,3,log2,0.33464536960280566,0.03976308581773814,0.44341970002278686
2411,0.1,3,,0.3059192979541904,0.03956327976791875,1.3285145999398082
2412,0.1,4,sqrt,0.36390207325319635,0.038306200178750555,0.7410778000485152
2413,0.1,4,log2,0.3871784741958433,0.037549619544345256,0.6895705000497401
2414,0.1,4,,0.3358401289501489,0.03894587628214392,2.485180900199339
2415,0.1,5,sqrt,0.406112395007593,0.0367035103480038,1.4695039000362158
2416,0.1,5,log2,0.3960953580183525,0.036869082848732186,1.3779249999206513
2417,0.1,5,,0.37352075446821864,0.03765911382745809,4.876770499860868
2418,0.1,6,sqrt,0.40981167813792874,0.03582300411549468,3.0037423002067953
2419,0.1,6,log2,0.40965993772538956,0.035770882685508244,2.757449499797076
2420,0.1,6,,0.3787491179732074,0.036783317923563305,9.529477899894118
2421,0.1,7,sqrt,0.41589487134827874,0.03538713857605737,5.8153798000421375
2422,0.1,7,log2,0.4117335387502873,0.03543980788551139,6.3874417000915855
2423,0.1,7,,0.3861465313481498,0.03635755215666011,20.736012399895117
2424,0.2,0,sqrt,-0.47062338434085804,0.0534910946461871,0.12470060004852712
2425,0.2,0,log2,-0.3527810634228954,0.05306379451954722,0.11119810002855957
2426,0.2,0,,-0.5186654770951284,0.05564024174897955,0.3071320001035929
2427,0.2,1,sqrt,-0.10567398217958224,0.04989432929258672,0.13914860016666353
2428,0.2,1,log2,-0.01518178988219021,0.047408224032125794,0.12968900008127093
2429,0.2,1,,-0.056530010871898684,0.04878130057795886,0.4610387000720948
2430,0.2,2,sqrt,0.17390655249941267,0.044070753846527054,0.20488879992626607
2431,0.2,2,log2,0.13206919683287843,0.045036273953403656,0.19516600016504526
2432,0.2,2,,0.11858831462974395,0.045659633504078534,0.5285563999786973
2433,0.2,3,sqrt,0.22825786738444598,0.04212660402891443,0.36970129981637
2434,0.2,3,log2,0.2285158383150555,0.041748936511794094,0.2982300000730902
