,split_data,alpha,warm_start,selection,fit_intercept,score,mae,rmse,r2,mape,residuales,time
2020,3,0.0,False,cyclic,True,-0.12300289066839687,0.055172594636801395,0.08761062143947605,-0.12300289066839687,0.13191150221327858,"[ 0.03828315  0.02163769  0.02368616 ... -0.05576448 -0.05551343
 -0.05526238]",0.08046619995729998
2021,3,0.0,False,cyclic,False,-2.55801873847626,0.1251743931199302,0.1559446353879729,-2.55801873847626,0.2890241117278802,"[-0.00892726 -0.01061621 -0.00208218 ... -0.17190939 -0.17622786
 -0.18054633]",0.07893389998935163
2022,3,0.0,False,random,True,-0.12311834555880252,0.05518462830285149,0.08761512490728264,-0.12311834555880252,0.1319488523652088,"[ 0.03808728  0.02144015  0.02357247 ... -0.05608769 -0.05583722
 -0.05558675]",0.08112790004815906
2023,3,0.0,False,random,False,-2.5744870823130563,0.12558554761118337,0.15630511480655337,-2.5744870823130563,0.2899291862571608,"[-0.01029798 -0.0120443  -0.00297621 ... -0.17422657 -0.17853569
 -0.1828448 ]",0.11768740002298728
2024,4,5.0,True,cyclic,True,-1.6886768900103988e-05,0.033583636784277456,0.0792003573598622,-1.6886768900103988e-05,0.0911063535876086,"[ 4.05045574e-05  3.07256672e-03  3.46043200e-02 ... -1.13863207e-04
  2.51396654e-02  8.42418878e-02]",0.014122899970971048
2025,4,5.0,True,cyclic,False,-39.933189198833,0.500484315914853,0.5067120890198882,-39.933189198833,1.0,[0.50019936 0.50323142 0.53476318 ... 0.50004499 0.52529852 0.58440074],0.004706899984739721
2026,4,5.0,True,random,True,-1.6886768900103988e-05,0.033583636784277456,0.0792003573598622,-1.6886768900103988e-05,0.0911063535876086,"[ 4.05045574e-05  3.07256672e-03  3.46043200e-02 ... -1.13863207e-04
  2.51396654e-02  8.42418878e-02]",0.004463099990971386
2027,4,5.0,True,random,False,-39.933189198833,0.500484315914853,0.5067120890198882,-39.933189198833,1.0,[0.50019936 0.50323142 0.53476318 ... 0.50004499 0.52529852 0.58440074],0.012349699973128736
2028,4,5.0,False,cyclic,True,-1.6886768900103988e-05,0.033583636784277456,0.0792003573598622,-1.6886768900103988e-05,0.0911063535876086,"[ 4.05045574e-05  3.07256672e-03  3.46043200e-02 ... -1.13863207e-04
  2.51396654e-02  8.42418878e-02]",0.011542199994437397
2029,4,5.0,False,cyclic,False,-39.933189198833,0.500484315914853,0.5067120890198882,-39.933189198833,1.0,[0.50019936 0.50323142 0.53476318 ... 0.50004499 0.52529852 0.58440074],0.0043246999848634005
2030,4,5.0,False,random,True,-1.6886768900103988e-05,0.033583636784277456,0.0792003573598622,-1.6886768900103988e-05,0.0911063535876086,"[ 4.05045574e-05  3.07256672e-03  3.46043200e-02 ... -1.13863207e-04
  2.51396654e-02  8.42418878e-02]",0.010859899979550391
2031,4,5.0,False,random,False,-39.933189198833,0.500484315914853,0.5067120890198882,-39.933189198833,1.0,[0.50019936 0.50323142 0.53476318 ... 0.50004499 0.52529852 0.58440074],0.010390999959781766
2032,4,0.5,True,cyclic,True,-1.6886768900103988e-05,0.033583636784277456,0.0792003573598622,-1.6886768900103988e-05,0.0911063535876086,"[ 4.05045574e-05  3.07256672e-03  3.46043200e-02 ... -1.13863207e-04
  2.51396654e-02  8.42418878e-02]",0.013135600020177662
