,model,mse,rmse,mae,r2,mape,time
160,DecisionTree,0.007307585206542778,0.08548441499210706,0.04748713048163899,-0.07280798388326248,0.12034177089622856,0.013424200005829334
161,LassoReg,0.006811647810315287,0.08253270751838501,0.03686945118234453,-6.770724205740208e-07,0.0995919398747529,0.004135499999392778
162,LinearReg,0.007160836818458405,0.08462172781536906,0.04867838834310493,-0.051264226553144665,0.12186463975617332,0.0036269999691285193
163,PLS,0.007161896950846296,0.08462799153262646,0.04868795915709793,-0.05141986189061365,0.12186522463556733,0.014481400023214519
164,PCR,0.00716191528816986,0.0846280998733273,0.04868812692860717,-0.05142255394641149,0.12186524771842917,0.005175800004508346
165,RidgeReg,0.007160794552418121,0.08462147807984756,0.04867556192574652,-0.05125802158335202,0.1218539052553208,0.002136700029950589
166,RF,0.008172930658093705,0.09040426238896983,0.05751412700863641,-0.19984714702702044,0.13888799650312295,6.558655300003011
167,XGBoost,0.010614051222352315,0.10302451757883807,0.06959461861826766,-0.5582218435838922,0.1667326847190701,0.23996939999051392
168,AdaBoost,0.007289317676324965,0.08537750099601747,0.05057499625446261,-0.07012617426906154,0.12622371578577704,0.2987307999865152
169,Bagging,0.009567237454373522,0.09781225615623802,0.06703654142198671,-0.4045417788039325,0.15772775322940558,0.7381901000044309
170,BayesRidge,0.007154652759288174,0.0845851804945061,0.04857475435664088,-0.05035636056689663,0.1216533216908637,0.010379699990153313
171,Boosting,0.007832903859631198,0.08850369404511428,0.052766001272740976,-0.1499286782285676,0.13021886724463386,2.937748200027272
172,DecisionTree,0.0073075852065427995,0.08548441499210718,0.04748713048163986,-0.07280798388326559,0.12034177089623059,0.013973699999041855
173,LassoReg,0.006811647810315287,0.08253270751838501,0.03686945118234453,-6.770724205740208e-07,0.0995919398747529,0.004060000006575137
174,LinearReg,0.007160836818458405,0.08462172781536906,0.04867838834310493,-0.051264226553144665,0.12186463975617332,0.0023320000036619604
175,PLS,0.007161896950846296,0.08462799153262646,0.04868795915709793,-0.05141986189061365,0.12186522463556733,0.013169199984986335
176,PCR,0.00716191528816986,0.0846280998733273,0.04868812692860717,-0.05142255394641149,0.12186524771842917,0.00549980002688244
177,RidgeReg,0.007160794552418121,0.08462147807984756,0.04867556192574652,-0.05125802158335202,0.1218539052553208,0.0026302000042051077
178,RF,0.008379485403330183,0.09153952918455602,0.05876231502727698,-0.23017092342312262,0.14222255196745776,6.7009596999851055
179,XGBoost,0.010614051222352315,0.10302451757883807,0.06959461861826766,-0.5582218435838922,0.1667326847190701,0.263929900014773
180,AdaBoost,0.007670661983796689,0.08758231547405383,0.053571481775794114,-0.12611036139804743,0.13262122367262882,0.32857569999760017
