,model,mse,rmse,mae,r2,mape,time,i,train,test
312,AdaBoost,0.012592637723315295,0.11221692262451013,0.08137858814879109,-0.5561678068271336,1.7130280511509195,0.6651686999830417,1,6310,3153
313,Boosting,0.008632248885865921,0.09290989659808002,0.05013375288613237,-0.0667525034752876,1.6178392729984221,2.8182551999925636,1,6310,3153
314,DecisionTree,0.007882919943685904,0.08878580935986281,0.04328160689299975,0.025847760438075795,1.5853884839933652,0.010643999965395778,1,6310,3153
315,LassoReg,0.008092119929251353,0.08995621117661277,0.03905488411496622,-4.669360876841111e-06,1.5840286685223555,0.0030006999731995165,1,6310,3153
316,PCR,0.007966704826784592,0.08925639936040772,0.04417300357402012,0.015493826604535466,1.6257838342803719,0.01347090001218021,1,6310,3153
317,Bagging,0.010608973386538635,0.10299987080835896,0.06774102544398009,-0.3110313510449183,1.7017333063411,0.7779736000229605,1,6310,3153
318,RF,0.011110663733945965,0.10540713322136204,0.06906522423519486,-0.37302903451561087,1.7170753388596163,9.82859119999921,1,6310,3153
319,LinearReg,0.008434040407178794,0.09183703178554278,0.052134435062723895,-0.042258377593940244,1.5886336196026816,0.014325299998745322,1,6310,3153
320,BayesRidge,0.00841012753680256,0.09170674749876674,0.052024164620788245,-0.03930328273089767,1.587826654752753,0.025833799969404936,1,6310,3153
321,RidgeReg,0.008420324697874565,0.09176232722568976,0.05206981158746886,-0.04056342330906282,1.5880232535354801,0.005479499988723546,1,6310,3153
322,PLS,0.00843312295452194,0.09183203664583477,0.0518574981539336,-0.04214500100674279,1.5885571511497802,0.03438399999868125,1,6310,3153
323,XGBoost,0.013233905283321721,0.11503871210736724,0.08045357828667139,-0.6354141056861038,1.7505136458799004,8.539731199969538,1,6310,3153
324,AdaBoost,0.007345506203535343,0.08570592863702804,0.04961986705668612,-0.07470453684497502,0.11969130989938664,1.0496828999603167,2,9463,3153
325,Boosting,0.00732050102736991,0.0855599265273756,0.04704083061097754,-0.07104608560622117,0.11367734961581213,2.585593700001482,2,9463,3153
326,DecisionTree,0.007092855775939536,0.0842190938917033,0.0445503882610928,-0.03773981947228355,0.10798334206214603,0.016787100001238286,2,9463,3153
327,LassoReg,0.006835773685145451,0.08267873780571067,0.03918987698474705,-0.00012671539716602176,0.09724817409332423,0.007412999984808266,2,9463,3153
328,PCR,0.00682933323152695,0.08263977995812277,0.04543558589500406,0.0008155729259736733,0.10833757542373702,0.02453220001189038,2,9463,3153
329,Bagging,0.010155684842486933,0.10077541784823783,0.07097709656629354,-0.48585547034667864,0.16388398221273898,1.2638674000045285,2,9463,3153
330,RF,0.008116512762163339,0.09009169086082988,0.05866894695020402,-0.18750877708861347,0.13732313460635615,12.413762400043197,2,9463,3153
331,LinearReg,0.007062134955094104,0.08403650965559019,0.04905300981345097,-0.03324512508045285,0.11514745090444252,0.01653010002337396,2,9463,3153
332,BayesRidge,0.007051303026867507,0.08397203717230818,0.04892515567963433,-0.031660329957374556,0.11496293829635182,0.032808099989779294,2,9463,3153
333,RidgeReg,0.007057173848474391,0.08400698690272371,0.048990941947639394,-0.0325192766985658,0.11506200313513229,0.006654199969489127,2,9463,3153
334,PLS,0.007062249998934604,0.08403719414006279,0.048815423572536105,-0.03326195688671585,0.11473624188634823,0.01177879999158904,2,9463,3153
335,XGBoost,0.009086758536757496,0.09532449075005592,0.05954247306686275,-0.3294632601314773,0.14093957103089352,17.81006069999421,2,9463,3153
336,AdaBoost,0.0074471831599688355,0.0862970634492787,0.055196252594964475,-0.1872579508770631,0.12902582395466686,1.1614162999903783,3,12616,3153
337,Boosting,0.006784070005811247,0.08236546609964182,0.05066490601473594,-0.08154195763592753,0.11842520363673624,5.279608800017741,3,12616,3153
338,DecisionTree,0.006265264266767761,0.07915342233136709,0.03502938985228898,0.0011680046960058643,0.09443402169468507,0.02058710000710562,3,12616,3153
339,LassoReg,0.0062726966038362504,0.0792003573466449,0.033583635155147847,-1.6886435126206578e-05,0.09110635091627331,0.0046870000078342855,3,12616,3153
340,PCR,0.006128940829209313,0.0782875521983496,0.03881274774537822,0.022901199872695677,0.10015420016116822,0.031775400042533875,3,12616,3153
341,Bagging,0.012862973511618699,0.11341504975804004,0.08866382217439085,-1.0506636194582684,0.1933705052934192,1.5650305000017397,3,12616,3153
342,RF,0.008863240983489479,0.09414478734103912,0.06754919588966052,-0.413011215401792,0.15158451709390225,21.92500970000401,3,12616,3153
343,LinearReg,0.005925533636123715,0.07697748785277235,0.043783053917423743,0.05532913968148012,0.10927247390070671,0.02521689998684451,3,12616,3153
344,BayesRidge,0.005922274330257071,0.07695631442745339,0.043700739015408545,0.05584875048215354,0.1090637614800634,0.015020899998489767,3,12616,3153
345,RidgeReg,0.005924695001443583,0.07697204038768611,0.04376038726800043,0.05546283797659102,0.10920261736496036,0.006743800011463463,3,12616,3153
346,PLS,0.005885239902046534,0.07671531725833201,0.043268467282014285,0.06175291832718466,0.10828907864997896,0.023921500018332154,3,12616,3153
347,XGBoost,0.01007809424142655,0.10038971183057828,0.0685818837384934,-0.6066876912789783,0.15368296798910128,0.45128109998768196,3,12616,3153
348,AdaBoost,0.006964233172718685,0.08345198123902563,0.04264911091897123,0.014260521427834183,0.10990926550607365,0.7981985999504104,4,15769,3153
349,Boosting,0.007812864666394519,0.08839041048889025,0.05768531231528478,-0.10585745069189767,0.1450857304884281,5.810957900015637,4,15769,3153
350,DecisionTree,0.006916016555586803,0.08316259108269056,0.039546322919738065,0.02108525314650822,0.10594264475716693,0.035239199991337955,4,15769,3153
351,LassoReg,0.0070649892310598,0.08405349029671404,0.03859851527661277,-8.081326441367054e-07,0.10262897216931839,0.009902400022838265,4,15769,3153
352,PCR,0.007060439980756125,0.0840264243006694,0.04364821134216605,0.0006431070710865017,0.11276430249884153,0.052030199964065105,4,15769,3153
353,Bagging,0.010406870078857768,0.1020140680438623,0.06852608966387617,-0.4730211396837607,0.15921298903704675,3.463411599979736,4,15769,3153
354,RF,0.009500401011223288,0.09747000057055138,0.06763197776772101,-0.3447166553405132,0.15846055029668374,19.76069580001058,4,15769,3153
355,LinearReg,0.006885791941531005,0.08298067209616349,0.042013561806823654,0.025363340131895118,0.10862356394886737,0.024700700014363974,4,15769,3153
356,BayesRidge,0.006882440113832403,0.08296047320159404,0.0419827746751977,0.02583776837201024,0.10848925096168585,0.01551690004998818,4,15769,3153
357,RidgeReg,0.0068847029673212035,0.08297411022313649,0.04200360137722054,0.025517476968374475,0.10857547314948446,0.007996700005605817,4,15769,3153
358,PLS,0.006885590586071744,0.08297945882007031,0.041909913640169785,0.025391840617231765,0.10838991813559873,0.02313210000284016,4,15769,3153
359,XGBoost,0.008756695180250386,0.09357721506996447,0.054819061993597325,-0.23945019170369597,0.12893404284919566,0.4752897000289522,4,15769,3153
360,AdaBoost,0.011924570210712469,0.10919968045151263,0.07916153042092025,-0.39490571149060005,821548720377.5508,0.36278130003483966,0,3157,3153
361,Boosting,0.009067353088737896,0.0952226500825192,0.057248504253355405,-0.06067576340990222,700715769595.4965,1.0901637999922968,0,3157,3153
362,DecisionTree,0.008133027943866925,0.09018330191264304,0.03841830275678511,0.048619201351090435,713846594801.436,0.007507200003601611,0,3157,3153
363,LassoReg,0.008548903742933748,0.09246028197520137,0.037338129497450384,-2.8885509758103112e-05,714472575652.0319,0.008099800033960491,0,3157,3153
364,PCR,0.007629265770132986,0.08734566829633274,0.04471182817629675,0.10754801144297277,717015243228.4938,0.009976300003472716,0,3157,3153
365,Bagging,0.010928981890189503,0.10454177103048093,0.06920770410471604,-0.27844433719777806,651233478036.7795,0.32422959996620193,0,3157,3153
366,RF,0.009307544381795856,0.0964756154776732,0.06461394679915479,-0.08877272628709454,811042047108.6505,2.976110099989455,0,3157,3153
367,LinearReg,0.009131401660271701,0.09555836781921143,0.06427453395800846,-0.06816800142490909,835633276703.3442,0.009337900031823665,0,3157,3153
368,BayesRidge,0.006956949054728853,0.0834083272505141,0.04366515966144879,0.18619390053382923,749453297944.6818,0.0060603999882005155,0,3157,3153
369,RidgeReg,0.007024793519656877,0.08381404130369134,0.04515599395789234,0.17825762862223382,762629360729.6433,0.004033299977891147,0,3157,3153
370,PLS,0.00691153714000745,0.08313565504648081,0.042421655998588256,0.191506070121099,721471500251.6327,0.0072734999703243375,0,3157,3153
371,XGBoost,0.019940584831366237,0.14121113564930435,0.09780815672989325,-1.3325985909955644,848560318893.6515,0.25045150000369176,0,3157,3153
372,AdaBoost,0.009987851107456584,0.09993923707661863,0.06993079449457827,-0.2342745574288374,1.7320258883014432,0.5144790000049397,1,6310,3153
373,Boosting,0.008701064295482326,0.0932794955790517,0.051254239274049394,-0.07525654586986841,1.6122118376259789,2.3491610000492074,1,6310,3153
374,DecisionTree,0.007882919943685892,0.08878580935986274,0.04328160689300248,0.02584776043807735,1.585388483993352,0.02630569995380938,1,6310,3153
375,LassoReg,0.008092119929251353,0.08995621117661277,0.03905488411496622,-4.669360876841111e-06,1.5840286685223555,0.0045335000031627715,1,6310,3153
376,PCR,0.007966704826784592,0.08925639936040772,0.044173003574020125,0.015493826604535244,1.625783834280372,0.023903900000732392,1,6310,3153
377,Bagging,0.011994655403716492,0.10952011415131237,0.07638328813856052,-0.4822705936095615,1.7330832865702517,0.8389317999826744,1,6310,3153
378,RF,0.01144814644417613,0.10699601134704101,0.06907584070238056,-0.4147343341168679,1.709010790846191,9.261186500021722,1,6310,3153
379,LinearReg,0.008434040407178794,0.09183703178554278,0.052134435062723895,-0.042258377593940244,1.5886336196026816,0.014993300021160394,1,6310,3153
380,BayesRidge,0.00841012753680256,0.09170674749876674,0.052024164620788245,-0.03930328273089767,1.587826654752753,0.02987510000821203,1,6310,3153
381,RidgeReg,0.008420324697874565,0.09176232722568976,0.05206981158746886,-0.04056342330906282,1.5880232535354801,0.00627610000083223,1,6310,3153
382,PLS,0.00843312295452194,0.09183203664583477,0.0518574981539336,-0.04214500100674279,1.5885571511497802,0.038000900007318705,1,6310,3153
383,XGBoost,0.013233905283321721,0.11503871210736724,0.08045357828667139,-0.6354141056861038,1.7505136458799004,9.162043199990876,1,6310,3153
384,AdaBoost,0.007428537064825595,0.08618896138616357,0.04772996471726454,-0.08685259592412087,0.11526479998463857,1.453063299995847,2,9463,3153
385,Boosting,0.0073321851922489864,0.08562817989569196,0.047069419369174414,-0.07275556956237694,0.11373132100476724,3.6938930999604054,2,9463,3153
386,DecisionTree,0.007092855775939554,0.08421909389170341,0.04455038826109436,-0.03773981947228622,0.10798334206214967,0.01970359997358173,2,9463,3153
387,LassoReg,0.006835773685145451,0.08267873780571067,0.03918987698474705,-0.00012671539716602176,0.09724817409332423,0.0038193000364117324,2,9463,3153
388,PCR,0.006829333231526951,0.08263977995812277,0.045435585895004064,0.0008155729259735622,0.10833757542373705,0.02568830002564937,2,9463,3153
389,Bagging,0.008554621714871985,0.0924911980399864,0.0603141693888421,-0.2516075152915396,0.14063984454682657,1.217702800000552,2,9463,3153
390,RF,0.007632346882830673,0.08736330398302639,0.0541224387068548,-0.11667155325590906,0.12725264351753787,11.326709799992386,2,9463,3153
391,LinearReg,0.007062134955094104,0.08403650965559019,0.04905300981345097,-0.03324512508045285,0.11514745090444252,0.01629910001065582,2,9463,3153
392,BayesRidge,0.007051303026867507,0.08397203717230818,0.04892515567963433,-0.031660329957374556,0.11496293829635182,0.030397699971217662,2,9463,3153
393,RidgeReg,0.007057173848474391,0.08400698690272371,0.048990941947639394,-0.0325192766985658,0.11506200313513229,0.0036886000307276845,2,9463,3153
394,PLS,0.007062249998934604,0.08403719414006279,0.048815423572536105,-0.03326195688671585,0.11473624188634823,0.03430240001762286,2,9463,3153
395,XGBoost,0.009086758536757496,0.09532449075005592,0.05954247306686275,-0.3294632601314773,0.14093957103089352,17.6751880000229,2,9463,3153
396,AdaBoost,0.007496720913883527,0.08658360649616952,0.05510017344729319,-0.19515544593532286,0.12849693225180733,1.2047465000068769,3,12616,3153
397,Boosting,0.006791762085233615,0.08241214768002114,0.050906757518854914,-0.08276825787009834,0.11904382886531034,5.105444899993017,3,12616,3153
398,DecisionTree,0.00626526426676777,0.07915342233136714,0.035029389852290205,0.001168004696004421,0.09443402169468794,0.022728499956429005,3,12616,3153
399,LassoReg,0.0062726966038362504,0.0792003573466449,0.033583635155147847,-1.6886435126206578e-05,0.09110635091627331,0.004128100001253188,3,12616,3153
400,PCR,0.006128940829209313,0.0782875521983496,0.03881274774537823,0.022901199872695677,0.10015420016116826,0.02993560000322759,3,12616,3153
401,Bagging,0.010095215074296086,0.1004749474958613,0.07465247003131506,-0.6094171588526052,0.16485773735829168,1.5030565000488423,3,12616,3153
402,RF,0.00785422553589625,0.08862406860382935,0.05972568950911561,-0.25215017747911905,0.13686872761801955,16.992862200015225,3,12616,3153
403,LinearReg,0.005925533636123715,0.07697748785277235,0.043783053917423743,0.05532913968148012,0.10927247390070671,0.023369800008367747,3,12616,3153
404,BayesRidge,0.005922274330257071,0.07695631442745339,0.043700739015408545,0.05584875048215354,0.1090637614800634,0.014055800042115152,3,12616,3153
405,RidgeReg,0.005924695001443583,0.07697204038768611,0.04376038726800043,0.05546283797659102,0.10920261736496036,0.006069299997761846,3,12616,3153
406,PLS,0.005885239902046534,0.07671531725833201,0.043268467282014285,0.06175291832718466,0.10828907864997896,0.01847419998375699,3,12616,3153
407,XGBoost,0.01007809424142655,0.10038971183057828,0.0685818837384934,-0.6066876912789783,0.15368296798910128,0.461784599989187,3,12616,3153
408,AdaBoost,0.007267839395623673,0.08525162400578462,0.04615674253764517,-0.02871285876138696,0.11687394628539252,1.0817653000121936,4,15769,3153
409,Boosting,0.007512087126644562,0.08667229734260286,0.054358812893256815,-0.06328445121784365,0.13756972795873443,6.24808289995417,4,15769,3153
410,DecisionTree,0.0069160165555867655,0.08316259108269033,0.03954632291974295,0.02108525314651355,0.10594264475717491,0.052225799998268485,4,15769,3153
411,LassoReg,0.0070649892310598,0.08405349029671404,0.03859851527661277,-8.081326441367054e-07,0.10262897216931839,0.017925199994351715,4,15769,3153
412,PCR,0.007060439980756125,0.0840264243006694,0.04364821134216605,0.0006431070710865017,0.11276430249884153,0.06612350000068545,4,15769,3153
413,Bagging,0.011060278811455817,0.10516786016391043,0.0732593852107363,-0.5655066678663649,0.16972748953195632,3.4262988999835216,4,15769,3153
414,RF,0.009491559429891404,0.09742463461512907,0.0690959188748132,-0.34346519009578436,0.16213236785324903,21.543064399971627,4,15769,3153
415,LinearReg,0.006885791941531005,0.08298067209616349,0.042013561806823654,0.025363340131895118,0.10862356394886737,0.0489225999917835,4,15769,3153
416,BayesRidge,0.006882440113832403,0.08296047320159404,0.0419827746751977,0.02583776837201024,0.10848925096168585,0.016760700033046305,4,15769,3153
417,RidgeReg,0.0068847029673212035,0.08297411022313649,0.04200360137722054,0.025517476968374475,0.10857547314948446,0.006668899965006858,4,15769,3153
418,PLS,0.006885590586071744,0.08297945882007031,0.041909913640169785,0.025391840617231765,0.10838991813559873,0.02684539998881519,4,15769,3153
419,XGBoost,0.008756695180250386,0.09357721506996447,0.054819061993597325,-0.23945019170369597,0.12893404284919566,0.7219010000117123,4,15769,3153
420,AdaBoost,0.01015904732984401,0.10079209954080731,0.0699041452437501,-0.18837936238341424,814361881597.5286,0.5495774000301026,0,3157,3153
421,Boosting,0.008962423792424986,0.09467007865437202,0.05678028065647036,-0.04840140281298266,700715769595.4954,1.343135799979791,0,3157,3153
422,DecisionTree,0.008133027943866923,0.09018330191264302,0.03841830275678487,0.04861920135109066,713846594801.4368,0.013885199965443462,0,3157,3153
423,LassoReg,0.008548903742933748,0.09246028197520137,0.037338129497450384,-2.8885509758103112e-05,714472575652.0319,0.010460400022566319,0,3157,3153
424,PCR,0.007629265770132987,0.08734566829633275,0.04471182817629684,0.10754801144297244,717015243228.494,0.013756999978795648,0,3157,3153
425,Bagging,0.01170271113882103,0.10817906978164044,0.07517686340715717,-0.36895320493825867,773073342668.1426,0.3817359000095166,0,3157,3153
426,RF,0.008750715314990075,0.0935452581106604,0.061716127673362785,-0.023636286827532826,738497223023.3414,3.154168499982916,0,3157,3153
427,LinearReg,0.009131401660271701,0.09555836781921143,0.06427453395800846,-0.06816800142490909,835633276703.3442,0.00844070001039654,0,3157,3153
428,BayesRidge,0.006956949054728853,0.0834083272505141,0.04366515966144879,0.18619390053382923,749453297944.6818,0.008133299998007715,0,3157,3153
429,RidgeReg,0.007024793519656877,0.08381404130369134,0.04515599395789234,0.17825762862223382,762629360729.6433,0.006297799991443753,0,3157,3153
430,PLS,0.00691153714000745,0.08313565504648081,0.042421655998588256,0.191506070121099,721471500251.6327,0.0058997999876737595,0,3157,3153
431,XGBoost,0.019940584831366237,0.14121113564930435,0.09780815672989325,-1.3325985909955644,848560318893.6515,0.3490305999876,0,3157,3153
432,AdaBoost,0.009581308924893173,0.09788416074571601,0.06404311480788687,-0.18403505475092974,1.7131202615327292,1.4032561999629252,1,6310,3153
433,Boosting,0.00867524953878327,0.09314101963572907,0.05010836293425672,-0.07206642048082701,1.6095750601859944,3.029063199996017,1,6310,3153
434,DecisionTree,0.007882919943685902,0.08878580935986281,0.0432816068929995,0.025847760438076017,1.5853884839933658,0.03240959998220205,1,6310,3153
435,LassoReg,0.008092119929251353,0.08995621117661277,0.03905488411496622,-4.669360876841111e-06,1.5840286685223555,0.0051834999467246234,1,6310,3153
436,PCR,0.007966704826784592,0.08925639936040772,0.04417300357402013,0.015493826604535466,1.625783834280372,0.020740100007969886,1,6310,3153
437,Bagging,0.012234893687883289,0.11061145369211675,0.075468717103805,-0.5119586615109806,1.6619118980526983,0.8120094999903813,1,6310,3153
438,RF,0.0105645834695561,0.1027841596237285,0.06658525153282735,-0.30554575213595814,1.6980337135835444,10.596560599980876,1,6310,3153
439,LinearReg,0.008434040407178794,0.09183703178554278,0.052134435062723895,-0.042258377593940244,1.5886336196026816,0.046649000025354326,1,6310,3153
440,BayesRidge,0.00841012753680256,0.09170674749876674,0.052024164620788245,-0.03930328273089767,1.587826654752753,0.06651209999108687,1,6310,3153
441,RidgeReg,0.008420324697874565,0.09176232722568976,0.05206981158746886,-0.04056342330906282,1.5880232535354801,0.04063599999062717,1,6310,3153
442,PLS,0.00843312295452194,0.09183203664583477,0.0518574981539336,-0.04214500100674279,1.5885571511497802,0.029930900025647134,1,6310,3153
443,XGBoost,0.013233905283321721,0.11503871210736724,0.08045357828667139,-0.6354141056861038,1.7505136458799004,10.416211600007955,1,6310,3153
444,AdaBoost,0.008057845108386882,0.08976550065803054,0.05610006879298979,-0.1789252442547209,0.13282433160895127,1.4154187999665737,2,9463,3153
445,Boosting,0.007333378044501386,0.08563514491434802,0.04707239996139373,-0.07293009309988663,0.11371921775734774,3.1158408999908715,2,9463,3153
446,DecisionTree,0.007092855775939558,0.08421909389170343,0.044550388261094524,-0.03773981947228666,0.10798334206215007,0.018067299970425665,2,9463,3153
447,LassoReg,0.006835773685145451,0.08267873780571067,0.03918987698474705,-0.00012671539716602176,0.09724817409332423,0.00298099999781698,2,9463,3153
448,PCR,0.006829333231526951,0.08263977995812277,0.045435585895004064,0.0008155729259735622,0.10833757542373705,0.023604499991051853,2,9463,3153
449,Bagging,0.008969784218779038,0.09470894476647408,0.06853732055456274,-0.31234901003863946,0.15756284199923012,1.1472884999820963,2,9463,3153
450,RF,0.007752495978826589,0.08804825937420109,0.05651454793092049,-0.13425029799953037,0.13273407628081998,12.653942300006747,2,9463,3153
451,LinearReg,0.007062134955094104,0.08403650965559019,0.04905300981345097,-0.03324512508045285,0.11514745090444252,0.01774520002072677,2,9463,3153
452,BayesRidge,0.007051303026867507,0.08397203717230818,0.04892515567963433,-0.031660329957374556,0.11496293829635182,0.0503867999650538,2,9463,3153
453,RidgeReg,0.007057173848474391,0.08400698690272371,0.048990941947639394,-0.0325192766985658,0.11506200313513229,0.007606099999975413,2,9463,3153
454,PLS,0.007062249998934604,0.08403719414006279,0.048815423572536105,-0.03326195688671585,0.11473624188634823,0.013659899996127933,2,9463,3153
455,XGBoost,0.009086758536757496,0.09532449075005592,0.05954247306686275,-0.3294632601314773,0.14093957103089352,18.13944060000358,2,9463,3153
456,AdaBoost,0.006845055687762164,0.08273485171173128,0.047757352927378684,-0.09126452444146693,0.11465763199323797,0.7525762000004761,3,12616,3153
457,Boosting,0.007180959823900272,0.08474054415626721,0.05382163913915245,-0.14481562527999237,0.12395722054010921,5.383221399970353,3,12616,3153
458,DecisionTree,0.006265264266767729,0.07915342233136688,0.03502938985228492,0.0011680046960108603,0.09443402169467564,0.02681539999321103,3,12616,3153
459,LassoReg,0.0062726966038362504,0.0792003573466449,0.033583635155147847,-1.6886435126206578e-05,0.09110635091627331,0.008558300032746047,3,12616,3153
460,PCR,0.006128940829209313,0.0782875521983496,0.038812747745378226,0.022901199872695677,0.10015420016116822,0.045030899986159056,3,12616,3153
461,Bagging,0.011510030008382792,0.10728480791045297,0.07972882377802677,-0.8349722772688248,0.17802773733706234,1.5096958999638446,3,12616,3153
462,RF,0.008658793327959833,0.09305263740464229,0.06499465367750948,-0.3804174011566268,0.1454458663036613,18.079948299971875,3,12616,3153
463,LinearReg,0.005925533636123715,0.07697748785277235,0.043783053917423743,0.05532913968148012,0.10927247390070671,0.024329999985639006,3,12616,3153
464,BayesRidge,0.005922274330257071,0.07695631442745339,0.043700739015408545,0.05584875048215354,0.1090637614800634,0.01517470000544563,3,12616,3153
465,RidgeReg,0.005924695001443583,0.07697204038768611,0.04376038726800043,0.05546283797659102,0.10920261736496036,0.0077683000126853585,3,12616,3153
466,PLS,0.005885239902046534,0.07671531725833201,0.043268467282014285,0.06175291832718466,0.10828907864997896,0.021287299983669072,3,12616,3153
467,XGBoost,0.01007809424142655,0.10038971183057828,0.0685818837384934,-0.6066876912789783,0.15368296798910128,0.5910516000003554,3,12616,3153
468,AdaBoost,0.007187506566291829,0.08477916351493349,0.045608609024271135,-0.017342297303450493,0.11601067717134814,0.9853686999995261,4,15769,3153
469,Boosting,0.007848229783582194,0.0885902352609033,0.058047466113840575,-0.11086314066689495,0.14583432914085387,6.080643099965528,4,15769,3153
470,DecisionTree,0.006916016555586802,0.08316259108269056,0.03954632291973854,0.021085253146508443,0.10594264475716769,0.04490590002387762,4,15769,3153
471,LassoReg,0.0070649892310598,0.08405349029671404,0.03859851527661277,-8.081326441367054e-07,0.10262897216931839,0.009643899975344539,4,15769,3153
472,PCR,0.007060439980756125,0.0840264243006694,0.04364821134216606,0.0006431070710865017,0.11276430249884158,0.07953740004450083,4,15769,3153
473,Bagging,0.008810985827639294,0.09386685159117299,0.05962294528208811,-0.24713466077893176,0.13923333583903214,3.3970702000078745,4,15769,3153
474,RF,0.009629547377451239,0.0981302571965,0.06762718160705199,-0.36299643841896145,0.1586590341142009,20.188427500019316,4,15769,3153
475,LinearReg,0.006885791941531005,0.08298067209616349,0.042013561806823654,0.025363340131895118,0.10862356394886737,0.025174400012474507,4,15769,3153
476,BayesRidge,0.006882440113832403,0.08296047320159404,0.0419827746751977,0.02583776837201024,0.10848925096168585,0.01543969998601824,4,15769,3153
477,RidgeReg,0.0068847029673212035,0.08297411022313649,0.04200360137722054,0.025517476968374475,0.10857547314948446,0.009530499984975904,4,15769,3153
478,PLS,0.006885590586071744,0.08297945882007031,0.041909913640169785,0.025391840617231765,0.10838991813559873,0.02545559999998659,4,15769,3153
479,XGBoost,0.008756695180250386,0.09357721506996447,0.054819061993597325,-0.23945019170369597,0.12893404284919566,0.5664572999812663,4,15769,3153
480,AdaBoost,0.010962905931501475,0.10470389644851559,0.074056824437606,-0.282412684747982,797866539251.4596,0.6305273000034504,0,3157,3153
481,Boosting,0.008759904732899369,0.09359436271966047,0.05520438922155482,-0.024711241421320418,700715769595.4918,1.2512846000026911,0,3157,3153
482,DecisionTree,0.008133027943866923,0.09018330191264302,0.03841830275678496,0.048619201351090546,713846594801.4365,0.005979600013233721,0,3157,3153
483,LassoReg,0.008548903742933748,0.09246028197520137,0.037338129497450384,-2.8885509758103112e-05,714472575652.0319,0.002998200012370944,0,3157,3153
484,PCR,0.007629265770132992,0.08734566829633277,0.04471182817629694,0.10754801144297188,717015243228.4943,0.011183299997355789,0,3157,3153
485,Bagging,0.009850985850212922,0.09925213272375018,0.06609768729207026,-0.15234311874239714,699213671832.1187,0.2746995000052266,0,3157,3153
486,RF,0.009157467159065822,0.09569465585426294,0.0631365599797347,-0.07121707677926503,833883296703.7275,2.760627800016664,0,3157,3153
487,LinearReg,0.009131401660271701,0.09555836781921143,0.06427453395800846,-0.06816800142490909,835633276703.3442,0.011174799990840256,0,3157,3153
488,BayesRidge,0.006956949054728853,0.0834083272505141,0.04366515966144879,0.18619390053382923,749453297944.6818,0.004797199973836541,0,3157,3153
489,RidgeReg,0.007024793519656877,0.08381404130369134,0.04515599395789234,0.17825762862223382,762629360729.6433,0.0028850999660789967,0,3157,3153
490,PLS,0.00691153714000745,0.08313565504648081,0.042421655998588256,0.191506070121099,721471500251.6327,0.005602799996268004,0,3157,3153
491,XGBoost,0.019940584831366237,0.14121113564930435,0.09780815672989325,-1.3325985909955644,848560318893.6515,0.25148540001828223,0,3157,3153
492,AdaBoost,0.01115445534325834,0.10561465496444299,0.07420651576891003,-0.37844069600531594,1.7447361184587848,0.5001736999838613,1,6310,3153
493,Boosting,0.00893659867420829,0.09453358490086097,0.05365360880430806,-0.10436331647883645,1.6248550236164803,2.0990842999890447,1,6310,3153
494,DecisionTree,0.007882919943685895,0.08878580935986277,0.04328160689300153,0.025847760438077017,1.5853884839933563,0.016191900009289384,1,6310,3153
495,LassoReg,0.008092119929251353,0.08995621117661277,0.03905488411496622,-4.669360876841111e-06,1.5840286685223555,0.024657300033140928,1,6310,3153
496,PCR,0.007966704826784592,0.08925639936040772,0.044173003574020125,0.015493826604535244,1.625783834280372,0.017003500019200146,1,6310,3153
497,Bagging,0.012404090110423387,0.11137365088037379,0.07671383526363768,-0.5328675474467466,1.708271068052021,0.8221993999904953,1,6310,3153
498,RF,0.01051635865549607,0.10254929865921107,0.06575677496798134,-0.29958624589275895,1.703011108647844,9.424174300045706,1,6310,3153
499,LinearReg,0.008434040407178794,0.09183703178554278,0.052134435062723895,-0.042258377593940244,1.5886336196026816,0.013679799973033369,1,6310,3153
500,BayesRidge,0.00841012753680256,0.09170674749876674,0.052024164620788245,-0.03930328273089767,1.587826654752753,0.020200499973725528,1,6310,3153
501,RidgeReg,0.008420324697874565,0.09176232722568976,0.05206981158746886,-0.04056342330906282,1.5880232535354801,0.0032356000156141818,1,6310,3153
502,PLS,0.00843312295452194,0.09183203664583477,0.0518574981539336,-0.04214500100674279,1.5885571511497802,0.01483090000692755,1,6310,3153
503,XGBoost,0.013233905283321721,0.11503871210736724,0.08045357828667139,-0.6354141056861038,1.7505136458799004,10.862260699970648,1,6310,3153
504,AdaBoost,0.007235046602221652,0.08505907713008443,0.04720030142765194,-0.058543440335006025,0.11427426460802419,1.0601698000100441,2,9463,3153
505,Boosting,0.00732645037607271,0.08559468661121851,0.04704539275005923,-0.0719165214706814,0.11364746234181451,2.499843800032977,2,9463,3153
506,DecisionTree,0.007092855775939561,0.08421909389170346,0.044550388261094746,-0.037739819472287106,0.1079833420621506,0.018379699962679297,2,9463,3153
507,LassoReg,0.006835773685145451,0.08267873780571067,0.03918987698474705,-0.00012671539716602176,0.09724817409332423,0.004073400050401688,2,9463,3153
508,PCR,0.00682933323152695,0.08263977995812277,0.045435585895004064,0.0008155729259736733,0.10833757542373705,0.024116699991282076,2,9463,3153
509,Bagging,0.008307188327766836,0.09114377832724972,0.05989473053766024,-0.21540609141133982,0.13887648828234817,1.1063573000137694,2,9463,3153
510,RF,0.00771921880360773,0.08785908492357367,0.05651167048234705,-0.1293815891331649,0.13274594858817265,11.004293100035284,2,9463,3153
