,model,mse,rmse,mae,r2,mape,time,i,train,test
27,LassoReg,0.006835773685145451,0.08267873780571067,0.03918987698474705,-0.00012671539716602176,0.09724817409332423,0.008681299979798496,2,9463,3153
28,PCR,0.006829333231526951,0.08263977995812277,0.045435585895004064,0.0008155729259735622,0.10833757542373706,0.03370339999673888,2,9463,3153
29,Bagging,0.008518756731305168,0.09229711117529718,0.05900834563737984,-0.24636018999017706,0.13709434402075518,1.5978073000442237,2,9463,3153
30,RF,0.00767994831287324,0.08763531430235895,0.054598720193383875,-0.1236360117165709,0.12808088899479084,15.494723999989219,2,9463,3153
31,LinearReg,0.007062134955094104,0.08403650965559019,0.04905300981345097,-0.03324512508045285,0.11514745090444252,0.015047400025650859,2,9463,3153
32,BayesRidge,0.007051303026867507,0.08397203717230818,0.04892515567963433,-0.031660329957374556,0.11496293829635182,0.03410190000431612,2,9463,3153
33,RidgeReg,0.007057173848474391,0.08400698690272371,0.048990941947639394,-0.0325192766985658,0.11506200313513229,0.006377899961080402,2,9463,3153
34,PLS,0.007062249998934604,0.08403719414006279,0.048815423572536105,-0.03326195688671585,0.11473624188634823,0.010361100023146719,2,9463,3153
35,XGBoost,0.009086758536757496,0.09532449075005592,0.05954247306686275,-0.3294632601314773,0.14093957103089352,9.033281400043052,2,9463,3153
36,AdaBoost,0.007023849057503751,0.08380840684265363,0.05258100535215318,-0.11976843595137132,0.12419258768687932,1.4586471000220627,3,12616,3153
37,Boosting,0.007113302848111617,0.08434039867176119,0.05351384565655407,-0.1340294957177226,0.12342901526291768,5.318800000008196,3,12616,3153
38,DecisionTree,0.006265264266767758,0.07915342233136706,0.03502938985228867,0.0011680046960063084,0.09443402169468436,0.023092599993105978,3,12616,3153
39,LassoReg,0.0062726966038362504,0.0792003573466449,0.033583635155147847,-1.6886435126206578e-05,0.09110635091627331,0.003880599979311228,3,12616,3153
40,PCR,0.006128940829209313,0.0782875521983496,0.03881274774537823,0.022901199872695677,0.10015420016116823,0.029213899979367852,3,12616,3153
41,Bagging,0.011190040397448656,0.10578298727795815,0.07705143419931808,-0.783958329898528,0.17061552578036934,2.0308343000360765,3,12616,3153
42,RF,0.00918124167052882,0.09581879601899003,0.0675350039304037,-0.46370808104372796,0.15171356965985008,18.291930700012017,3,12616,3153
43,LinearReg,0.005925533636123715,0.07697748785277235,0.043783053917423743,0.05532913968148012,0.10927247390070671,0.02408800000557676,3,12616,3153
44,BayesRidge,0.005922274330257071,0.07695631442745339,0.043700739015408545,0.05584875048215354,0.1090637614800634,0.012689199997112155,3,12616,3153
45,RidgeReg,0.005924695001443583,0.07697204038768611,0.04376038726800043,0.05546283797659102,0.10920261736496036,0.007231299998238683,3,12616,3153
46,PLS,0.005885239902046534,0.07671531725833201,0.043268467282014285,0.06175291832718466,0.10828907864997896,0.030412300024181604,3,12616,3153
47,XGBoost,0.01007809424142655,0.10038971183057828,0.0685818837384934,-0.6066876912789783,0.15368296798910128,0.40582139999605715,3,12616,3153
48,AdaBoost,0.007177747815261242,0.08472159001849082,0.046270614448298907,-0.015961012973384037,0.11715339836811332,1.1111100999987684,4,15769,3153
49,Boosting,0.007467145625544652,0.08641264737030484,0.05362275456813185,-0.05692328972859095,0.13581345192369038,5.931809399975464,4,15769,3153
50,DecisionTree,0.0069160165555867655,0.08316259108269033,0.03954632291974296,0.02108525314651355,0.10594264475717491,0.0533914000261575,4,15769,3153
51,LassoReg,0.0070649892310598,0.08405349029671404,0.03859851527661277,-8.081326441367054e-07,0.10262897216931839,0.005378000030759722,4,15769,3153
52,PCR,0.007060439980756125,0.0840264243006694,0.04364821134216606,0.0006431070710865017,0.11276430249884155,0.054916199995204806,4,15769,3153
53,Bagging,0.010577737311752,0.10284812741004087,0.07210382812372249,-0.4972062255189147,0.16634775741863012,3.1412605000077747,4,15769,3153
54,RF,0.009106158115267928,0.09542619197719214,0.06438939512694221,-0.28891427522891977,0.15150023515850972,21.110672000038903,4,15769,3153
55,LinearReg,0.006885791941531005,0.08298067209616349,0.042013561806823654,0.025363340131895118,0.10862356394886737,0.03112590004457161,4,15769,3153
56,BayesRidge,0.006882440113832403,0.08296047320159404,0.0419827746751977,0.02583776837201024,0.10848925096168585,0.01640999998198822,4,15769,3153
57,RidgeReg,0.0068847029673212035,0.08297411022313649,0.04200360137722054,0.025517476968374475,0.10857547314948446,0.00648350000847131,4,15769,3153
58,PLS,0.006885590586071744,0.08297945882007031,0.041909913640169785,0.025391840617231765,0.10838991813559873,0.0271299000014551,4,15769,3153
59,XGBoost,0.008756695180250386,0.09357721506996447,0.054819061993597325,-0.23945019170369597,0.12893404284919566,0.6130246999673545,4,15769,3153
60,AdaBoost,0.01203333939844707,0.10969657879098632,0.08232346907933369,-0.4076292527607823,841369105339.6252,0.6676998999901116,0,3157,3153
61,Boosting,0.008734909451732364,0.09346073748763362,0.05502036127643443,-0.021787357386586104,700715769595.4913,1.3148248000070453,0,3157,3153
62,DecisionTree,0.008133027943866925,0.09018330191264304,0.03841830275678511,0.048619201351090435,713846594801.436,0.013039000041317195,0,3157,3153
63,LassoReg,0.008548903742933748,0.09246028197520137,0.037338129497450384,-2.8885509758103112e-05,714472575652.0319,0.004029600007925183,0,3157,3153
64,PCR,0.007629265770132987,0.08734566829633275,0.04471182817629683,0.10754801144297244,717015243228.494,0.013633500027935952,0,3157,3153
65,Bagging,0.010416125134353957,0.10205941962579425,0.07321899074829649,-0.21845166616223222,697299636088.6362,0.36745720001636073,0,3157,3153
66,RF,0.009404467371639176,0.09697663312179473,0.06405555242754883,-0.10011052963917955,784235677677.8711,3.466000599961262,0,3157,3153
67,LinearReg,0.009131401660271701,0.09555836781921143,0.06427453395800846,-0.06816800142490909,835633276703.3442,0.010696099954657257,0,3157,3153
68,BayesRidge,0.006956949054728853,0.0834083272505141,0.04366515966144879,0.18619390053382923,749453297944.6818,0.007519100036006421,0,3157,3153
69,RidgeReg,0.007024793519656877,0.08381404130369134,0.04515599395789234,0.17825762862223382,762629360729.6433,0.0029953999910503626,0,3157,3153
70,PLS,0.00691153714000745,0.08313565504648081,0.042421655998588256,0.191506070121099,721471500251.6327,0.006126800028141588,0,3157,3153
71,XGBoost,0.019940584831366237,0.14121113564930435,0.09780815672989325,-1.3325985909955644,848560318893.6515,0.2905435999855399,0,3157,3153
72,AdaBoost,0.012239650765907514,0.11063295515309854,0.08005097054240998,-0.5125465297430793,1.7613403416021567,0.835062799975276,1,6310,3153
73,Boosting,0.008892559883823658,0.09430037053916415,0.053510280416957386,-0.09892110894821826,1.6245343473587521,3.296410599956289,1,6310,3153
74,DecisionTree,0.00788291994368588,0.08878580935986269,0.04328160689300478,0.025847760438078793,1.5853884839933405,0.01363810000475496,1,6310,3153
75,LassoReg,0.008092119929251353,0.08995621117661277,0.03905488411496622,-4.669360876841111e-06,1.5840286685223555,0.003649400023277849,1,6310,3153
76,PCR,0.007966704826784594,0.08925639936040773,0.044173003574020125,0.015493826604535132,1.625783834280372,0.021131700021214783,1,6310,3153
77,Bagging,0.011074908993259192,0.10523739351228342,0.07245208166091041,-0.3686105498723826,1.7485055377696386,0.8367300999816507,1,6310,3153
78,RF,0.010854874057189118,0.10418672687626346,0.06896454371855451,-0.34141916301500164,1.7381806011517449,10.666130100027658,1,6310,3153
79,LinearReg,0.008434040407178794,0.09183703178554278,0.052134435062723895,-0.042258377593940244,1.5886336196026816,0.012616599968168885,1,6310,3153
80,BayesRidge,0.00841012753680256,0.09170674749876674,0.052024164620788245,-0.03930328273089767,1.587826654752753,0.046914100006688386,1,6310,3153
81,RidgeReg,0.008420324697874565,0.09176232722568976,0.05206981158746886,-0.04056342330906282,1.5880232535354801,0.0053313999669626355,1,6310,3153
82,PLS,0.00843312295452194,0.09183203664583477,0.0518574981539336,-0.04214500100674279,1.5885571511497802,0.0388078999822028,1,6310,3153
83,XGBoost,0.013233905283321721,0.11503871210736724,0.08045357828667139,-0.6354141056861038,1.7505136458799004,8.45649010001216,1,6310,3153
84,AdaBoost,0.007362481652035149,0.08580490459195877,0.04947724890222478,-0.07718817663945754,0.11904585391435482,1.0892939000041224,2,9463,3153
85,Boosting,0.007323683298104963,0.08557852124280346,0.04702803418195553,-0.07151167649970969,0.11363896394879429,2.9069593000458553,2,9463,3153
86,DecisionTree,0.007092855775939557,0.08421909389170343,0.044550388261094524,-0.03773981947228644,0.10798334206215007,0.017895099997986108,2,9463,3153
87,LassoReg,0.006835773685145451,0.08267873780571067,0.03918987698474705,-0.00012671539716602176,0.09724817409332423,0.008236899971961975,2,9463,3153
88,PCR,0.00682933323152695,0.08263977995812277,0.045435585895004064,0.0008155729259736733,0.10833757542373705,0.019236000021919608,2,9463,3153
89,Bagging,0.008895332394003655,0.09431506981391496,0.06380219305497356,-0.301456130549411,0.14764012779007632,1.1808543999795802,2,9463,3153
90,RF,0.008023479634459292,0.08957387808094106,0.05807915304371722,-0.1738973088453093,0.13628892864975942,12.630063899967354,2,9463,3153
91,LinearReg,0.007062134955094104,0.08403650965559019,0.04905300981345097,-0.03324512508045285,0.11514745090444252,0.017467300000134856,2,9463,3153
92,BayesRidge,0.007051303026867507,0.08397203717230818,0.04892515567963433,-0.031660329957374556,0.11496293829635182,0.03836309997132048,2,9463,3153
93,RidgeReg,0.007057173848474391,0.08400698690272371,0.048990941947639394,-0.0325192766985658,0.11506200313513229,0.007365399971604347,2,9463,3153
94,PLS,0.007062249998934604,0.08403719414006279,0.048815423572536105,-0.03326195688671585,0.11473624188634823,0.02878300001611933,2,9463,3153
95,XGBoost,0.009086758536757496,0.09532449075005592,0.05954247306686275,-0.3294632601314773,0.14093957103089352,17.888407099992037,2,9463,3153
96,AdaBoost,0.007012080012645772,0.08373816341815583,0.04844972518579351,-0.11789217055253243,0.11763313640877901,0.9816669999854639,3,12616,3153
97,Boosting,0.006964752625963159,0.08345509346926142,0.05178473949703137,-0.11034706055239107,0.12018179159562434,5.118309699988458,3,12616,3153
98,DecisionTree,0.006265264266767713,0.07915342233136678,0.03502938985228307,0.0011680046960134138,0.09443402169467136,0.02834920003078878,3,12616,3153
99,LassoReg,0.0062726966038362504,0.0792003573466449,0.033583635155147847,-1.6886435126206578e-05,0.09110635091627331,0.0038850000128149986,3,12616,3153
100,PCR,0.006128940829209313,0.0782875521983496,0.03881274774537823,0.022901199872695677,0.10015420016116826,0.031547400052659214,3,12616,3153
101,Bagging,0.008345713162370897,0.0913548748692203,0.06561646334050161,-0.33050498355215296,0.1489402713707927,1.6388463000184856,3,12616,3153
102,RF,0.008215697795461429,0.09064048651381693,0.06355119391287911,-0.3097774447252293,0.14390071509562902,17.529087500006426,3,12616,3153
103,LinearReg,0.005925533636123715,0.07697748785277235,0.043783053917423743,0.05532913968148012,0.10927247390070671,0.02483459998620674,3,12616,3153
104,BayesRidge,0.005922274330257071,0.07695631442745339,0.043700739015408545,0.05584875048215354,0.1090637614800634,0.014918699976988137,3,12616,3153
105,RidgeReg,0.005924695001443583,0.07697204038768611,0.04376038726800043,0.05546283797659102,0.10920261736496036,0.004747200000565499,3,12616,3153
106,PLS,0.005885239902046534,0.07671531725833201,0.043268467282014285,0.06175291832718466,0.10828907864997896,0.018665000039618462,3,12616,3153
107,XGBoost,0.01007809424142655,0.10038971183057828,0.0685818837384934,-0.6066876912789783,0.15368296798910128,0.48042169999098405,3,12616,3153
108,AdaBoost,0.007248858934252675,0.08514023099717709,0.04517141960251519,-0.026026304530520905,0.114701682134584,1.5333105000318028,4,15769,3153
109,Boosting,0.007839005963358021,0.08853816105701554,0.057934229949219804,-0.1095575721265083,0.1455792550135866,6.447603199980222,4,15769,3153
110,DecisionTree,0.006916016555586791,0.08316259108269049,0.039546322919739765,0.021085253146509997,0.10594264475716972,0.046182099962607026,4,15769,3153
111,LassoReg,0.0070649892310598,0.08405349029671404,0.03859851527661277,-8.081326441367054e-07,0.10262897216931839,0.005762699991464615,4,15769,3153
112,PCR,0.007060439980756125,0.0840264243006694,0.04364821134216606,0.0006431070710865017,0.11276430249884158,0.07138129998929799,4,15769,3153
113,Bagging,0.010871580585640908,0.10426687194713817,0.07174443351652089,-0.5387977271819926,0.16601146551850376,3.6022195999976248,4,15769,3153
114,RF,0.00923213796086269,0.09608401511626526,0.06351287615103524,-0.30674585901242213,0.14986236368780226,19.967624799988698,4,15769,3153
115,LinearReg,0.006885791941531005,0.08298067209616349,0.042013561806823654,0.025363340131895118,0.10862356394886737,0.028173399972729385,4,15769,3153
116,BayesRidge,0.006882440113832403,0.08296047320159404,0.0419827746751977,0.02583776837201024,0.10848925096168585,0.012155600008554757,4,15769,3153
117,RidgeReg,0.0068847029673212035,0.08297411022313649,0.04200360137722054,0.025517476968374475,0.10857547314948446,0.00802000000840053,4,15769,3153
118,PLS,0.006885590586071744,0.08297945882007031,0.041909913640169785,0.025391840617231765,0.10838991813559873,0.028275299991946667,4,15769,3153
119,XGBoost,0.008756695180250386,0.09357721506996447,0.054819061993597325,-0.23945019170369597,0.12893404284919566,0.5203224999713711,4,15769,3153
120,AdaBoost,0.009954090792196833,0.09977018989756826,0.06596151313948971,-0.16440407103794086,790195981917.7798,0.18973709997953847,0,3157,3153
121,Boosting,0.00863555725342939,0.0929276990645383,0.05435867350058817,-0.010165391444579619,700715769595.49,0.9807716999785043,0,3157,3153
122,DecisionTree,0.00813302794386692,0.09018330191264301,0.03841830275678461,0.0486192013510911,713846594801.4375,0.007624000019859523,0,3157,3153
123,LassoReg,0.008548903742933748,0.09246028197520137,0.037338129497450384,-2.8885509758103112e-05,714472575652.0319,0.006285899959038943,0,3157,3153
124,PCR,0.007629265770132987,0.08734566829633275,0.04471182817629681,0.10754801144297244,717015243228.4938,0.008694399963133037,0,3157,3153
125,Bagging,0.01059077154519232,0.10291147431259703,0.06875611275921047,-0.23888135642904906,784857710119.3175,0.27608859998872504,0,3157,3153
126,RF,0.009195991615184574,0.09589573303950794,0.06412965055212795,-0.07572356908234523,781229887090.0117,2.611476699996274,0,3157,3153
127,LinearReg,0.009131401660271701,0.09555836781921143,0.06427453395800846,-0.06816800142490909,835633276703.3442,0.009019199991598725,0,3157,3153
128,BayesRidge,0.006956949054728853,0.0834083272505141,0.04366515966144879,0.18619390053382923,749453297944.6818,0.0072687999927438796,0,3157,3153
129,RidgeReg,0.007024793519656877,0.08381404130369134,0.04515599395789234,0.17825762862223382,762629360729.6433,0.005935800028964877,0,3157,3153
130,PLS,0.00691153714000745,0.08313565504648081,0.042421655998588256,0.191506070121099,721471500251.6327,0.003708200005348772,0,3157,3153
131,XGBoost,0.019940584831366237,0.14121113564930435,0.09780815672989325,-1.3325985909955644,848560318893.6515,0.23112509999191388,0,3157,3153
132,AdaBoost,0.01103796902790949,0.10506173912471414,0.07440104350855437,-0.36404559802309033,1.7248638505572365,0.7812406999873929,1,6310,3153
133,Boosting,0.00871579023371051,0.09335839669633637,0.05128230772812512,-0.0770763418093321,1.6122474139600422,2.3284557999577373,1,6310,3153
134,DecisionTree,0.007882919943685897,0.08878580935986279,0.04328160689300131,0.025847760438076794,1.5853884839933574,0.015176500019151717,1,6310,3153
135,LassoReg,0.008092119929251353,0.08995621117661277,0.03905488411496622,-4.669360876841111e-06,1.5840286685223555,0.0038660999853163958,1,6310,3153
136,PCR,0.007966704826784592,0.08925639936040772,0.044173003574020125,0.015493826604535244,1.6257838342803719,0.014885000011418015,1,6310,3153
137,Bagging,0.010762844970614723,0.10374413222257306,0.06561768616499307,-0.33004643039412884,1.7074385620590087,0.7091714999987744,1,6310,3153
138,RF,0.011231054719084713,0.10597667063596927,0.06986829609112029,-0.3879066621756402,1.7108576423895947,9.744564299995545,1,6310,3153
139,LinearReg,0.008434040407178794,0.09183703178554278,0.052134435062723895,-0.042258377593940244,1.5886336196026816,0.014115700032562017,1,6310,3153
140,BayesRidge,0.00841012753680256,0.09170674749876674,0.052024164620788245,-0.03930328273089767,1.587826654752753,0.040055999998003244,1,6310,3153
141,RidgeReg,0.008420324697874565,0.09176232722568976,0.05206981158746886,-0.04056342330906282,1.5880232535354801,0.003105600015260279,1,6310,3153
142,PLS,0.00843312295452194,0.09183203664583477,0.0518574981539336,-0.04214500100674279,1.5885571511497802,0.026891899993643165,1,6310,3153
143,XGBoost,0.013233905283321721,0.11503871210736724,0.08045357828667139,-0.6354141056861038,1.7505136458799004,8.188384199980646,1,6310,3153
144,AdaBoost,0.00732512394894759,0.08558693795753877,0.04844200745730275,-0.07172245489314921,0.11640930330819596,0.6612913999706507,2,9463,3153
145,Boosting,0.007331015101472616,0.08562134722995554,0.047065692442457036,-0.07258437620537195,0.11369163855868479,2.891191100003198,2,9463,3153
146,DecisionTree,0.007092855775939595,0.08421909389170365,0.044550388261097806,-0.03773981947229199,0.10798334206215768,0.01775549998274073,2,9463,3153
147,LassoReg,0.006835773685145451,0.08267873780571067,0.03918987698474705,-0.00012671539716602176,0.09724817409332423,0.004803300020284951,2,9463,3153
148,PCR,0.006829333231526951,0.08263977995812277,0.045435585895004064,0.0008155729259735622,0.10833757542373706,0.02288760000374168,2,9463,3153
149,Bagging,0.008488296745102743,0.09213195289964683,0.059960902698268786,-0.24190365772991895,0.139460495051711,1.3961223999504,2,9463,3153
150,RF,0.0077399870943901565,0.08797719644538667,0.056029459215498935,-0.13242015117476358,0.1312038048755822,11.339937200013082,2,9463,3153
151,LinearReg,0.007062134955094104,0.08403650965559019,0.04905300981345097,-0.03324512508045285,0.11514745090444252,0.017710199987050146,2,9463,3153
152,BayesRidge,0.007051303026867507,0.08397203717230818,0.04892515567963433,-0.031660329957374556,0.11496293829635182,0.04630049999104813,2,9463,3153
153,RidgeReg,0.007057173848474391,0.08400698690272371,0.048990941947639394,-0.0325192766985658,0.11506200313513229,0.0036578000290319324,2,9463,3153
154,PLS,0.007062249998934604,0.08403719414006279,0.048815423572536105,-0.03326195688671585,0.11473624188634823,0.019701800018083304,2,9463,3153
155,XGBoost,0.009086758536757496,0.09532449075005592,0.05954247306686275,-0.3294632601314773,0.14093957103089352,18.67679150000913,2,9463,3153
156,AdaBoost,0.007147689251640999,0.08454400778080608,0.055767270000114395,-0.1395115055079179,0.13121633438798125,1.0342365999822505,3,12616,3153
157,Boosting,0.0067664584261867946,0.08225848543577005,0.050636207695241596,-0.07873425336875806,0.11808115752769503,5.166906300000846,3,12616,3153
158,DecisionTree,0.006265264266767761,0.07915342233136709,0.03502938985228898,0.0011680046960058643,0.09443402169468507,0.030505399976391345,3,12616,3153
159,LassoReg,0.0062726966038362504,0.0792003573466449,0.033583635155147847,-1.6886435126206578e-05,0.09110635091627331,0.004990400047972798,3,12616,3153
160,PCR,0.006128940829209313,0.0782875521983496,0.03881274774537822,0.022901199872695677,0.10015420016116822,0.030761400004848838,3,12616,3153
161,Bagging,0.0109018706998474,0.1044120237321708,0.07966045789585123,-0.7380172327978143,0.17505883468431133,1.5644677000236697,3,12616,3153
162,RF,0.00894055364888832,0.09455450094463151,0.06789268919005209,-0.4253366913202139,0.15218166091200314,17.928867700044066,3,12616,3153
163,LinearReg,0.005925533636123715,0.07697748785277235,0.043783053917423743,0.05532913968148012,0.10927247390070671,0.015251100005116314,3,12616,3153
164,BayesRidge,0.005922274330257071,0.07695631442745339,0.043700739015408545,0.05584875048215354,0.1090637614800634,0.009878499957267195,3,12616,3153
165,RidgeReg,0.005924695001443583,0.07697204038768611,0.04376038726800043,0.05546283797659102,0.10920261736496036,0.007162199995946139,3,12616,3153
166,PLS,0.005885239902046534,0.07671531725833201,0.043268467282014285,0.06175291832718466,0.10828907864997896,0.015396500006318092,3,12616,3153
167,XGBoost,0.01007809424142655,0.10038971183057828,0.0685818837384934,-0.6066876912789783,0.15368296798910128,0.3394945999607444,3,12616,3153
168,AdaBoost,0.007040640844528028,0.08390852664972749,0.04411956732184333,0.0034455391174627037,0.11260926753132502,1.0773910999996588,4,15769,3153
169,Boosting,0.007600728680940169,0.08718215804245825,0.05572324932233478,-0.07583105575335325,0.14055212793088487,6.505652799969539,4,15769,3153
170,DecisionTree,0.006916016555586788,0.08316259108269047,0.03954632291974017,0.02108525314651033,0.10594264475717038,0.05671600002096966,4,15769,3153
171,LassoReg,0.0070649892310598,0.08405349029671404,0.03859851527661277,-8.081326441367054e-07,0.10262897216931839,0.007522300002165139,4,15769,3153
172,PCR,0.007060439980756125,0.0840264243006694,0.04364821134216606,0.0006431070710865017,0.11276430249884153,0.0664284999947995,4,15769,3153
173,Bagging,0.011512732841642464,0.10729740370410863,0.07609834073690498,-0.6295484350979967,0.17578141885801316,3.1841864000307396,4,15769,3153
174,RF,0.00929463987810101,0.0964087126669629,0.06475303550852214,-0.31559257706167054,0.1522806038450737,19.731795100029558,4,15769,3153
175,LinearReg,0.006885791941531005,0.08298067209616349,0.042013561806823654,0.025363340131895118,0.10862356394886737,0.041037000017240644,4,15769,3153
176,BayesRidge,0.006882440113832403,0.08296047320159404,0.0419827746751977,0.02583776837201024,0.10848925096168585,0.01749599998584017,4,15769,3153
177,RidgeReg,0.0068847029673212035,0.08297411022313649,0.04200360137722054,0.025517476968374475,0.10857547314948446,0.006696299999020994,4,15769,3153
178,PLS,0.006885590586071744,0.08297945882007031,0.041909913640169785,0.025391840617231765,0.10838991813559873,0.024968800018541515,4,15769,3153
179,XGBoost,0.008756695180250386,0.09357721506996447,0.054819061993597325,-0.23945019170369597,0.12893404284919566,0.5036806000280194,4,15769,3153
180,AdaBoost,0.013201497446016923,0.11489776954326364,0.08765697526577335,-0.5442773921641679,817244418610.7285,0.6495045999763533,0,3157,3153
181,Boosting,0.008675050862977776,0.09313995309735654,0.05502351896639987,-0.014785252836056362,700715769595.4917,1.2495627999887802,0,3157,3153
182,DecisionTree,0.008133027943866927,0.09018330191264304,0.038418302756785365,0.048619201351090324,713846594801.4354,0.01124680001521483,0,3157,3153
183,LassoReg,0.008548903742933748,0.09246028197520137,0.037338129497450384,-2.8885509758103112e-05,714472575652.0319,0.002249699959065765,0,3157,3153
184,PCR,0.007629265770132991,0.08734566829633277,0.04471182817629688,0.1075480114429721,717015243228.4941,0.007620199990924448,0,3157,3153
185,Bagging,0.010524346381708669,0.10258823705332239,0.0706440662684772,-0.23111111076880686,808390159484.0375,0.4726424000109546,0,3157,3153
186,RF,0.009063102189350233,0.09520032662417831,0.06362679430045715,-0.06017850407643821,711120552192.0381,4.107845299993642,0,3157,3153
187,LinearReg,0.009131401660271701,0.09555836781921143,0.06427453395800846,-0.06816800142490909,835633276703.3442,0.010425499989651144,0,3157,3153
188,BayesRidge,0.006956949054728853,0.0834083272505141,0.04366515966144879,0.18619390053382923,749453297944.6818,0.011306100001093,0,3157,3153
189,RidgeReg,0.007024793519656877,0.08381404130369134,0.04515599395789234,0.17825762862223382,762629360729.6433,0.00666880002245307,0,3157,3153
190,PLS,0.00691153714000745,0.08313565504648081,0.042421655998588256,0.191506070121099,721471500251.6327,0.007780299987643957,0,3157,3153
191,XGBoost,0.019940584831366237,0.14121113564930435,0.09780815672989325,-1.3325985909955644,848560318893.6515,0.3076746999868192,0,3157,3153
192,AdaBoost,0.012570113007199171,0.11211651531865932,0.08455618712646251,-0.5533842567204761,1.8570717611230612,1.109225400025025,1,6310,3153
193,Boosting,0.008946426043922274,0.09458554881123371,0.05368576826816828,-0.10557775913260836,1.6255935931465515,4.361974099942017,1,6310,3153
194,DecisionTree,0.007882919943685894,0.08878580935986276,0.04328160689300137,0.025847760438077128,1.585388483993357,0.016755799995735288,1,6310,3153
195,LassoReg,0.008092119929251353,0.08995621117661277,0.03905488411496622,-4.669360876841111e-06,1.5840286685223555,0.00837550003780052,1,6310,3153
196,PCR,0.007966704826784592,0.08925639936040772,0.04417300357402012,0.015493826604535244,1.6257838342803719,0.017593099968507886,1,6310,3153
197,Bagging,0.012290222651215581,0.11086127660827103,0.07132344852153029,-0.5187960813919177,1.69140856047654,1.5977116000140086,1,6310,3153
198,RF,0.011147444116907183,0.1055814572588728,0.07063345788267486,-0.37757426555811535,1.7217879038010298,12.426740700029768,1,6310,3153
