,model,mse,rmse,mae,r2,mape,time,i,train,test
73,Boosting,0.008369364019086646,0.09148422825321667,0.052182015166062655,-0.03426582549943258,1.61576406892741,2.2101642999914475,1,6310,3153
74,DecisionTree,0.007882919943685885,0.08878580935986272,0.04328160689300309,0.025847760438078238,1.5853884839933488,0.011557099991478026,1,6310,3153
75,LassoReg,0.008092119929251353,0.08995621117661277,0.03905488411496622,-4.669360876841111e-06,1.5840286685223555,0.008032199984882027,1,6310,3153
76,PCR,0.007847071124505438,0.08858369559069794,0.045874017857610895,0.030277871074715468,1.6435697534371034,0.019787499972153455,1,6310,3153
77,Bagging,0.009420669281574218,0.09706013229732494,0.06292343983062028,-0.16418359495944324,1.7286784429935371,0.7703903000219725,1,6310,3153
78,RF,0.00922781664475152,0.09606152530931163,0.06417803816575274,-0.14035133110184383,1.747963114473435,7.904722100007348,1,6310,3153
79,LinearReg,0.008625270823515994,0.09287233615838461,0.05465723458223554,-0.06589017135539477,1.6011252124022186,0.013212200021371245,1,6310,3153
80,BayesRidge,0.008508216681584163,0.09223999502159659,0.05404070808005455,-0.05142490273317235,1.5966536383975822,0.009332199988421053,1,6310,3153
81,RidgeReg,0.008529055307036529,0.09235288467089985,0.054153864065483885,-0.05400008982105753,1.597378142755282,0.00241639994783327,1,6310,3153
82,PLS,0.008443152465712585,0.09188662832922201,0.05266193676964858,-0.04338442381680241,1.593289475278602,0.005096400040201843,1,6310,3153
83,XGBoost,0.013856328647430576,0.1177129077350083,0.08092824451470587,-0.7123316842526568,1.8281649295033828,0.2466639000340365,1,6310,3153
84,AdaBoost,0.007341231095325955,0.08568098444419249,0.047858336742471745,-0.07407905535182469,0.11639665744654817,0.41514170001028106,2,9463,3153
85,Boosting,0.010651752152260496,0.10320732605905696,0.058689285788630266,-0.5584339657725679,0.13462519424817185,2.033808099979069,2,9463,3153
86,DecisionTree,0.007054881268363548,0.08399334061914401,0.04425868045949,-0.03218385444475058,0.10821044995663047,0.01233130000764504,2,9463,3153
87,LassoReg,0.006835773685145451,0.08267873780571067,0.03918987698474705,-0.00012671539716602176,0.09724817409332423,0.004333799995947629,2,9463,3153
88,PCR,0.006868448708495468,0.08287610456878067,0.04631786403729222,-0.004907324774213073,0.11118806884106172,0.01888319995487109,2,9463,3153
89,Bagging,0.009693461350026298,0.09845537745611611,0.06944872364957598,-0.4182285879209735,0.16133941199944118,0.9522853000089526,2,9463,3153
90,RF,0.010137026640070464,0.10068280210676729,0.06639643723970962,-0.48312563060102565,0.15093788312402956,8.60591869999189,2,9463,3153
91,LinearReg,0.007493719576584462,0.08656627274282093,0.05516187585898682,-0.09638930301674975,0.13004621269397745,0.018197399971541017,2,9463,3153
92,BayesRidge,0.007500793456935654,0.08660712128304261,0.05494527512200598,-0.09742426658438874,0.12966776904578356,0.007906800019554794,2,9463,3153
93,RidgeReg,0.0075373240250940915,0.08681776330391201,0.055254305262449836,-0.10276897207446112,0.13023432841708235,0.003916700021363795,2,9463,3153
94,PLS,0.007181868264392634,0.08474590411573077,0.05110912123952283,-0.05076303700497897,0.12041610254954936,0.007711600046604872,2,9463,3153
95,XGBoost,0.014998845995917352,0.12246977584660369,0.07820167770677822,-1.1944475156107472,0.1753102150946223,0.27640999999130145,2,9463,3153
96,AdaBoost,0.007542073560228358,0.08684511247173532,0.05590226589172344,-0.20238573540311133,0.13222308856112827,1.0696590999723412,3,12616,3153
97,Boosting,0.007298879884670917,0.08543348222255087,0.05827441440602289,-0.16361488490749987,0.1326558507143971,2.9576371000148356,3,12616,3153
98,DecisionTree,0.006255513614629174,0.07909180497769143,0.03501589141576135,0.002722490335623551,0.09431774870915637,0.018442200031131506,3,12616,3153
99,LassoReg,0.0062726966038362504,0.0792003573466449,0.033583635155147847,-1.6886435126206578e-05,0.09110635091627331,0.004578799998853356,3,12616,3153
100,PCR,0.0062812139087997125,0.07925410972813783,0.041361516987883686,-0.0013747472290261964,0.10799087022184972,0.02653999999165535,3,12616,3153
101,Bagging,0.010806944934700616,0.10395645691682945,0.0751928188852135,-0.7228838102684187,0.1694300840711639,1.5408153000171296,3,12616,3153
102,RF,0.008376907263391648,0.09152544598848808,0.0619096034675448,-0.3354780644690325,0.14106955778767133,16.56998150004074,3,12616,3153
103,LinearReg,0.006160378389627753,0.07848807800951527,0.04435122178895744,0.017889305742898598,0.11129092939865748,0.021167099999729544,3,12616,3153
104,BayesRidge,0.006032597372976327,0.07766979704477363,0.043966003203875746,0.038260636047495855,0.11053630336815476,0.013094599999021739,3,12616,3153
105,RidgeReg,0.0060592870284881745,0.07784142231799324,0.044088508526227525,0.03400567077647343,0.11076549158905233,0.003382700029760599,3,12616,3153
106,PLS,0.006075315313862016,0.07794430905372127,0.04325454786194535,0.03145038123407151,0.1091006186312055,0.01418350002495572,3,12616,3153
107,XGBoost,0.012134226582504543,0.11015546551353929,0.07789394968859943,-0.9344840429414949,0.17161666354066069,0.33746970002539456,3,12616,3153
108,AdaBoost,0.007123020697009362,0.08439798988725598,0.043748406363185326,-0.008214764438700506,0.11236366779683099,0.8275907000061125,4,15769,3153
109,Boosting,0.007013969476152688,0.08374944463190599,0.04487047744608952,0.00722068852775315,0.11419365206141902,5.0348592000082135,4,15769,3153
110,DecisionTree,0.006916016555586786,0.08316259108269046,0.03954632291974043,0.021085253146510663,0.10594264475717079,0.022129999997559935,4,15769,3153
111,LassoReg,0.0070649892310598,0.08405349029671404,0.03859851527661277,-8.081326441367054e-07,0.10262897216931839,0.004420500015839934,4,15769,3153
112,PCR,0.007104605632894351,0.0842888227044034,0.04423225954564686,-0.005608238314659619,0.11417225509940286,0.03621930000372231,4,15769,3153
113,Bagging,0.009804287551393804,0.09901660240279811,0.06328966325651521,-0.38772971251761,0.1465542706274557,2.2999051000224426,4,15769,3153
114,RF,0.009206395542768678,0.09594996374553082,0.06587279666476464,-0.3031021961482061,0.15539242018895708,27.553045400010888,4,15769,3153
115,LinearReg,0.0071291299819199,0.08443417543814767,0.04477595613941408,-0.009079491849861121,0.1133136070439229,0.028078300005290657,4,15769,3153
116,BayesRidge,0.007042671887270066,0.08392062849663405,0.044327915905096216,0.0031580589363945366,0.11232792608599988,0.030166100012138486,4,15769,3153
117,RidgeReg,0.00709518478800807,0.08423291985920986,0.044612944731550495,-0.00427478228359357,0.11295481090423347,0.004106599953956902,4,15769,3153
118,PLS,0.007068401748640215,0.0840737875240566,0.04382651590718809,-0.0004838266096123256,0.11163141489056455,0.03245060000335798,4,15769,3153
119,XGBoost,0.00945848375742201,0.09725473642667493,0.06208650003831151,-0.33878355533072146,0.14207243637904576,0.6458481999579817,4,15769,3153
120,AdaBoost,0.01036470781574351,0.10180720905585965,0.06985934909347122,-0.2124369997942308,825095066414.1881,0.5529165000189096,0,3157,3153
121,Boosting,0.009206164859675604,0.09594876163700918,0.05785261266837692,-0.07691360919231749,720082758911.5931,1.0286556000355631,0,3157,3153
122,DecisionTree,0.008133027943866923,0.09018330191264302,0.03841830275678493,0.04861920135109066,713846594801.4365,0.007516500016208738,0,3157,3153
123,LassoReg,0.008548903742933748,0.09246028197520137,0.037338129497450384,-2.8885509758103112e-05,714472575652.0319,0.0034756999812088907,0,3157,3153
124,PCR,0.008142986378665751,0.09023849720970396,0.05014366301474938,0.047454289129272076,783729299970.0393,0.015683499979786575,0,3157,3153
125,Bagging,0.009783731378152184,0.09891274628758512,0.06661285834898167,-0.14447586268678414,817386270966.9834,0.37785369995981455,0,3157,3153
126,RF,0.008867295895015836,0.09416632038587808,0.06137033057360811,-0.03727358478068932,805529206499.7596,2.4548174000228755,0,3157,3153
127,LinearReg,5226471480772.817,2286147.73817722,282074.0800454926,-611379260690112.1,2.646558392162548e+19,0.011764599999878556,0,3157,3153
128,BayesRidge,0.006922323470581014,0.08320050162457564,0.04404005319279688,0.19024431276991383,764962998157.1226,0.007094500004313886,0,3157,3153
129,RidgeReg,0.00698954641788605,0.08360350721043974,0.04552858391795869,0.18238074439955965,773095671032.6237,0.003856699971947819,0,3157,3153
130,PLS,0.006932253115090996,0.08326015322524333,0.042559723834747876,0.18908276836241789,737850028546.0328,0.0037899999879300594,0,3157,3153
131,XGBoost,0.03608161890836121,0.18995162254732442,0.14440346474660562,-3.220735456770239,920840460417.6315,0.18522479996317998,0,3157,3153
132,AdaBoost,0.010769849203454017,0.10377788398042243,0.0741124847927381,-0.33091199659999604,1.7760628033471413,0.5558963000075892,1,6310,3153
133,Boosting,0.008513584726852074,0.09226908868549681,0.05357891852947426,-0.052088272824098114,1.61885925077176,1.3737343000248075,1,6310,3153
134,DecisionTree,0.007882919943685897,0.08878580935986279,0.043281606893001395,0.025847760438076794,1.585388483993357,0.00958760001230985,1,6310,3153
135,LassoReg,0.008092119929251353,0.08995621117661277,0.03905488411496622,-4.669360876841111e-06,1.5840286685223555,0.0029526999569498003,1,6310,3153
136,PCR,0.007847071124505438,0.08858369559069794,0.045874017857610874,0.030277871074715468,1.6435697534371034,0.01645149994874373,1,6310,3153
137,Bagging,0.011237338682248682,0.106006314350838,0.06912746606931146,-0.3886832191917253,1.8375221133420219,0.6157021999824792,1,6310,3153
138,RF,0.009213261999374748,0.095985738520755,0.0628412983109387,-0.1385527031199414,1.758936638188175,5.26755210000556,1,6310,3153
139,LinearReg,0.008625270823515994,0.09287233615838461,0.05465723458223554,-0.06589017135539477,1.6011252124022186,0.027305000054184347,1,6310,3153
140,BayesRidge,0.008508216681584163,0.09223999502159659,0.05404070808005455,-0.05142490273317235,1.5966536383975822,0.012803599995095283,1,6310,3153
141,RidgeReg,0.008529055307036529,0.09235288467089985,0.054153864065483885,-0.05400008982105753,1.597378142755282,0.004888599971309304,1,6310,3153
142,PLS,0.008443152465712585,0.09188662832922201,0.05266193676964858,-0.04338442381680241,1.593289475278602,0.005236400000285357,1,6310,3153
143,XGBoost,0.013856328647430576,0.1177129077350083,0.08092824451470587,-0.7123316842526568,1.8281649295033828,0.23497889999998733,1,6310,3153
144,AdaBoost,0.007221751567062661,0.08498088942263819,0.049942688793759855,-0.05659827356133906,0.12032003316839138,0.5393680999986827,2,9463,3153
145,Boosting,0.010795967401945203,0.10390364479624958,0.05896650755862822,-0.5795337754825902,0.13521070178340136,2.0481141000054777,2,9463,3153
146,DecisionTree,0.007054881268363521,0.08399334061914386,0.044258680459487665,-0.032183854444746585,0.10821044995662503,0.012798900017514825,2,9463,3153
147,LassoReg,0.006835773685145451,0.08267873780571067,0.03918987698474705,-0.00012671539716602176,0.09724817409332423,0.0032199000124819577,2,9463,3153
148,PCR,0.00686844870849547,0.08287610456878068,0.04631786403729224,-0.004907324774213517,0.11118806884106175,0.01760150003246963,2,9463,3153
149,Bagging,0.014013855340337004,0.11838013068220953,0.07616561096449975,-1.0503357421032087,0.16925412175963017,0.9766298999893479,2,9463,3153
150,RF,0.010032810371499045,0.10016391751274031,0.06539036617091977,-0.4678779821009329,0.14885191288275113,11.098107800004072,2,9463,3153
151,LinearReg,0.007493719576584462,0.08656627274282093,0.05516187585898682,-0.09638930301674975,0.13004621269397745,0.017904400010593235,2,9463,3153
152,BayesRidge,0.007500793456935654,0.08660712128304261,0.05494527512200598,-0.09742426658438874,0.12966776904578356,0.020601399999577552,2,9463,3153
153,RidgeReg,0.0075373240250940915,0.08681776330391201,0.055254305262449836,-0.10276897207446112,0.13023432841708235,0.003975800005719066,2,9463,3153
154,PLS,0.007181868264392634,0.08474590411573077,0.05110912123952283,-0.05076303700497897,0.12041610254954936,0.009832600015215576,2,9463,3153
155,XGBoost,0.014998845995917352,0.12246977584660369,0.07820167770677822,-1.1944475156107472,0.1753102150946223,0.30698120000306517,2,9463,3153
156,AdaBoost,0.0074344129837101425,0.08622304206944999,0.04783672738999269,-0.18522208134470963,0.11560584120217855,0.9416788999806158,3,12616,3153
157,Boosting,0.007571820987173169,0.0870162110596248,0.06014668098230292,-0.20712818209734696,0.13620144249687496,2.9790291999815963,3,12616,3153
158,DecisionTree,0.006255513614629111,0.07909180497769103,0.03501589141575318,0.002722490335633432,0.09431774870913738,0.01647249999223277,3,12616,3153
159,LassoReg,0.0062726966038362504,0.0792003573466449,0.033583635155147847,-1.6886435126206578e-05,0.09110635091627331,0.004896999977063388,3,12616,3153
160,PCR,0.0062812139087997125,0.07925410972813783,0.041361516987883686,-0.0013747472290261964,0.10799087022184972,0.031014699954539537,3,12616,3153
161,Bagging,0.010960352594306142,0.10469170260486808,0.07672432677655008,-0.7473406363837125,0.16919372059088658,1.8934984999941662,3,12616,3153
162,RF,0.008853502618546243,0.09409305297707288,0.06423308176561815,-0.411458688633074,0.14591068140448846,17.541194599994924,3,12616,3153
163,LinearReg,0.006160378389627753,0.07848807800951527,0.04435122178895744,0.017889305742898598,0.11129092939865748,0.021674599964171648,3,12616,3153
164,BayesRidge,0.006032597372976327,0.07766979704477363,0.043966003203875746,0.038260636047495855,0.11053630336815476,0.01459669996984303,3,12616,3153
165,RidgeReg,0.0060592870284881745,0.07784142231799324,0.044088508526227525,0.03400567077647343,0.11076549158905233,0.0046518000308424234,3,12616,3153
166,PLS,0.006075315313862016,0.07794430905372127,0.04325454786194535,0.03145038123407151,0.1091006186312055,0.014539700001478195,3,12616,3153
167,XGBoost,0.012134226582504543,0.11015546551353929,0.07789394968859943,-0.9344840429414949,0.17161666354066069,0.39364890003344044,3,12616,3153
168,AdaBoost,0.007207202652112954,0.08489524516787117,0.048799420640950705,-0.020130143270941314,0.12414621034013666,1.580533700005617,4,15769,3153
169,Boosting,0.007000844509668024,0.08367104941177697,0.04495808404076917,0.009078437586120591,0.11482337336520662,4.567016199987847,4,15769,3153
170,DecisionTree,0.006916016555586816,0.08316259108269064,0.03954632291973658,0.021085253146506555,0.1059426447571645,0.024416000000201166,4,15769,3153
171,LassoReg,0.0070649892310598,0.08405349029671404,0.03859851527661277,-8.081326441367054e-07,0.10262897216931839,0.004748400009702891,4,15769,3153
172,PCR,0.007104605632894351,0.0842888227044034,0.04423225954564684,-0.005608238314659619,0.11417225509940286,0.03688650002004579,4,15769,3153
173,Bagging,0.010455310050366307,0.10225121050807325,0.07399592973158634,-0.47987748568376665,0.1744421951308801,2.5325539000332355,4,15769,3153
174,RF,0.009206374085297796,0.09594985192952513,0.06495955075477279,-0.3030991589902543,0.15344036312383397,24.4914609999978,4,15769,3153
175,LinearReg,0.0071291299819199,0.08443417543814767,0.04477595613941408,-0.009079491849861121,0.1133136070439229,0.02226529998006299,4,15769,3153
176,BayesRidge,0.007042671887270066,0.08392062849663405,0.044327915905096216,0.0031580589363945366,0.11232792608599988,0.014769200002774596,4,15769,3153
177,RidgeReg,0.00709518478800807,0.08423291985920986,0.044612944731550495,-0.00427478228359357,0.11295481090423347,0.005817199999000877,4,15769,3153
178,PLS,0.007068401748640215,0.0840737875240566,0.04382651590718809,-0.0004838266096123256,0.11163141489056455,0.015484999981708825,4,15769,3153
179,XGBoost,0.00945848375742201,0.09725473642667493,0.06208650003831151,-0.33878355533072146,0.14207243637904576,0.3585414999979548,4,15769,3153
180,AdaBoost,0.010514284220948624,0.1025391838320777,0.06951725976978511,-0.22993406494945212,807015750172.5852,0.34354289999464527,0,3157,3153
181,Boosting,0.009109658270196438,0.09544452980761359,0.057164572963098154,-0.06562451528937463,720082758911.5919,0.7176254999940284,0,3157,3153
182,DecisionTree,0.008133027943866925,0.09018330191264304,0.03841830275678511,0.048619201351090435,713846594801.436,0.004851000034250319,0,3157,3153
183,LassoReg,0.008548903742933748,0.09246028197520137,0.037338129497450384,-2.8885509758103112e-05,714472575652.0319,0.0022768000490032136,0,3157,3153
184,PCR,0.008142986378665755,0.09023849720970399,0.05014366301474938,0.04745428912927174,783729299970.0392,0.00829259998863563,0,3157,3153
185,Bagging,0.009308462756102764,0.09648037497907418,0.06290670971473777,-0.08888015536364424,800229873102.5594,0.27256940002553165,0,3157,3153
186,RF,0.008852756952639228,0.09408909050808828,0.061272299077088505,-0.03557285650270536,770554381511.4193,2.4235029999981634,0,3157,3153
187,LinearReg,5226471480772.817,2286147.73817722,282074.0800454926,-611379260690112.1,2.646558392162548e+19,0.0058892000233754516,0,3157,3153
188,BayesRidge,0.006922323470581014,0.08320050162457564,0.04404005319279688,0.19024431276991383,764962998157.1226,0.004817800014279783,0,3157,3153
189,RidgeReg,0.00698954641788605,0.08360350721043974,0.04552858391795869,0.18238074439955965,773095671032.6237,0.001993799989577383,0,3157,3153
190,PLS,0.006932253115090996,0.08326015322524333,0.042559723834747876,0.18908276836241789,737850028546.0328,0.0056708999909460545,0,3157,3153
191,XGBoost,0.03608161890836121,0.18995162254732442,0.14440346474660562,-3.220735456770239,920840460417.6315,0.2115079999784939,0,3157,3153
192,AdaBoost,0.011253270806108003,0.10608143478530069,0.07523761506705597,-0.39065207264316326,1.8186084607360953,0.47074409999186173,1,6310,3153
193,Boosting,0.008531649108242991,0.09236692648477046,0.05359799072653788,-0.05432062552005057,1.6188816152350016,1.5413540999870747,1,6310,3153
194,DecisionTree,0.0078829199436859,0.0887858093598628,0.04328160689299985,0.02584776043807624,1.5853884839933643,0.009438499982934445,1,6310,3153
195,LassoReg,0.008092119929251353,0.08995621117661277,0.03905488411496622,-4.669360876841111e-06,1.5840286685223555,0.002967500011436641,1,6310,3153
196,PCR,0.007847071124505438,0.08858369559069794,0.045874017857610895,0.030277871074715468,1.6435697534371034,0.013464600022416562,1,6310,3153
197,Bagging,0.010550467770379712,0.10271546996621157,0.0686120042919928,-0.3038013680671239,1.763034578723697,0.578819399990607,1,6310,3153
