,model,mse,rmse,mae,r2,mape,time,i,train,test
64,PCR,0.00853168695744961,0.0923671313696036,0.05133377514103942,0.0019850900030664587,788828006194.6852,0.004260099958628416,0,3157,3153
65,Bagging,0.015303269565151083,0.12370638449631888,0.08860932439593983,-0.7901373167925774,884703522894.6511,0.17788289999589324,0,3157,3153
66,RF,0.011671955030023542,0.10803682256538065,0.07408629755556963,-0.3653554340277143,776710786395.4995,1.3778697999659926,0,3157,3153
67,LinearReg,0.25660101695444004,0.5065580094662803,0.40389458418329244,-29.01653039054553,1649258506626.5354,0.008379699953366071,0,3157,3153
68,BayesRidge,0.008189212105497303,0.09049426559455191,0.051624833563219015,0.04204692188368275,761650885212.1425,0.00815459998557344,0,3157,3153
69,RidgeReg,0.008470089033128916,0.09203308662176292,0.05508122343044646,0.009190657577628714,773120610898.3138,0.0055324999848380685,0,3157,3153
70,PLS,0.00820898326475923,0.09060343958569801,0.053380541392501986,0.03973414226228589,727159575470.3395,0.0029170000343583524,0,3157,3153
71,XGBoost,0.044125716789418866,0.21006122152700832,0.16437956864128317,-4.161713444219762,926507658185.9585,0.16975669999374077,0,3157,3153
72,AdaBoost,0.011298762513116347,0.10629563731930086,0.0788271551868638,-0.39627382810690714,1.9094245569187325,0.34153160004643723,1,6310,3153
73,Boosting,0.0077894698270984004,0.0882579731644592,0.050350405359733785,0.037396100521620346,1.6571645680373601,1.1555900999810547,1,6310,3153
74,DecisionTree,0.00761865569216317,0.08728491102225613,0.04439543496348296,0.05850489945459314,1.6189499170933817,0.0062253999640233815,1,6310,3153
75,LassoReg,0.008092119929251353,0.08995621117661277,0.03905488411496622,-4.669360876841111e-06,1.5840286685223555,0.0020054999622516334,1,6310,3153
76,PCR,0.007851181487201693,0.08860689300049795,0.04568191386839002,0.029769922363505286,1.641613217079788,0.010473300004377961,1,6310,3153
77,Bagging,0.00913154093840389,0.09555909657590893,0.057406081369091165,-0.12845381144872725,1.6662708765379242,0.3435745000024326,1,6310,3153
78,RF,0.008605029952394422,0.0927633006764767,0.05495874076610462,-0.06338885330642019,1.6337751375105243,3.1313195999828167,1,6310,3153
79,LinearReg,0.007804589042980327,0.08834358518296802,0.04890956752508405,0.035527704277967365,1.5927200771318575,0.013783200003672391,1,6310,3153
80,BayesRidge,0.007766632805557524,0.08812850166409006,0.048592272712180945,0.04021824457964629,1.5904479075494444,0.005327499995473772,1,6310,3153
81,RidgeReg,0.007788199661987207,0.08825077711831895,0.048793020448497065,0.037553064463474506,1.5911200790857984,0.0023642000160180032,1,6310,3153
82,PLS,0.007862418938616023,0.08867028216159022,0.049539179974760754,0.02838122521315478,1.5746484774113982,0.009756899962667376,1,6310,3153
83,XGBoost,0.010212346345980847,0.10105615441911911,0.06753979114404354,-0.2620171377089491,1.8064414909518245,0.19917460001306608,1,6310,3153
84,AdaBoost,0.007054372141036275,0.08399030980438324,0.051425564959591046,-0.03210936516745777,0.12243338996626772,0.2696316999499686,2,9463,3153
85,Boosting,0.00884071805215362,0.09402509267293291,0.05964089810309582,-0.29346562869199166,0.14263570784624902,1.8771894000237808,2,9463,3153
86,DecisionTree,0.0068748275095363515,0.08291457959572823,0.04674467209166227,-0.005840592847007109,0.11285259486784673,0.011946999991778284,2,9463,3153
87,LassoReg,0.006835773685145451,0.08267873780571067,0.03918987698474705,-0.00012671539716602176,0.09724817409332423,0.0022524999803863466,2,9463,3153
88,PCR,0.006865143420732013,0.08285616103061988,0.04611845993636261,-0.004423735535223239,0.11077270880181188,0.014654400001745671,2,9463,3153
89,Bagging,0.008835537547539862,0.09399754011430225,0.06283517263268511,-0.29270768068170017,0.14688231563905377,0.5480226000072435,2,9463,3153
90,RF,0.007888467584011155,0.08881704557128184,0.0594579310740156,-0.15414399857303396,0.14080673266199414,5.086153899959754,2,9463,3153
91,LinearReg,0.0076716910971793666,0.08758819039790333,0.05512114992922696,-0.12242791700913713,0.13175283333302287,0.015595700009725988,2,9463,3153
92,BayesRidge,0.007662411567350944,0.08753520187530811,0.05505124121121574,-0.12107024981370351,0.13167639652954718,0.010255299974232912,2,9463,3153
93,RidgeReg,0.007672568132142755,0.08759319683709892,0.05513782465411839,-0.12255623402746196,0.1318194240951015,0.004153999965637922,2,9463,3153
94,PLS,0.007043646471029298,0.08392643487620154,0.05006814254797046,-0.030540116446157395,0.11953196170633164,0.012790000007953495,2,9463,3153
95,XGBoost,0.01018960745891214,0.10094358552633317,0.06627319280547758,-0.49081861226823564,0.1526763340329759,0.2953197999740951,2,9463,3153
96,AdaBoost,0.00746741034815234,0.08641417909204681,0.05724706271350892,-0.1904826452989541,0.13588031829107367,0.33610749995568767,3,12616,3153
97,Boosting,0.008065797958202356,0.0898097876525847,0.058626992391707454,-0.28587984884257933,0.13931659264549082,2.2963028000085615,3,12616,3153
98,DecisionTree,0.006531554626048741,0.08081803403974104,0.04306588106953505,-0.04128500599368645,0.10968103575622841,0.013640700024552643,3,12616,3153
99,LassoReg,0.0062726966038362504,0.0792003573466449,0.033583635155147847,-1.6886435126206578e-05,0.09110635091627331,0.004482699965592474,3,12616,3153
100,PCR,0.006263109112875581,0.07913980738462523,0.040898036883882716,0.0015115874358004877,0.10690432949660698,0.015375700022559613,3,12616,3153
101,Bagging,0.012979186256426275,0.11392623164322725,0.07925156743131491,-1.0691906923531183,0.1730292545134386,0.7422711999970488,3,12616,3153
102,RF,0.012517351931665118,0.11188097216088676,0.0805083044667431,-0.9955633271759043,0.18008850163605578,6.875179700029548,3,12616,3153
103,LinearReg,0.006608857460884129,0.08129487967199489,0.047355805923456,-0.053608914686706255,0.11870604728148561,0.010385100031271577,3,12616,3153
104,BayesRidge,0.00659882666760284,0.08123316236367288,0.04715984067811366,-0.052009767892408076,0.11823672673869952,0.004370199982076883,3,12616,3153
105,RidgeReg,0.006608337600056935,0.08129168223168307,0.0473345011639167,-0.05352603651825283,0.11862966286699743,0.0020188000053167343,3,12616,3153
106,PLS,0.006511022387445668,0.08069090647306962,0.04707329792387531,-0.038011679286504396,0.1178916685547549,0.009948800026904792,3,12616,3153
107,XGBoost,0.021783554950996216,0.14759253013278217,0.11289098320486968,-2.4728162660156587,0.2602331967760735,0.23044319998007268,3,12616,3153
108,AdaBoost,0.007201742445014955,0.08486308057697974,0.04639360377209782,-0.019357288375909443,0.11897195773200087,0.5109961999696679,4,15769,3153
109,Boosting,0.007628860905882474,0.08734335066782402,0.052309220057295776,-0.07981297939920906,0.13399511050096985,2.9309367000241764,4,15769,3153
110,DecisionTree,0.007138472757560812,0.08448948311808288,0.044140509795820196,-0.010401897714266362,0.11451651483716731,0.017511999991256744,4,15769,3153
111,LassoReg,0.0070649892310598,0.08405349029671404,0.03859851527661277,-8.081326441367054e-07,0.10262897216931839,0.003590600041206926,4,15769,3153
112,PCR,0.0071016008431121005,0.08427099645258801,0.0440837154480595,-0.0051829309132966905,0.1138512419159795,0.022200799954589456,4,15769,3153
113,Bagging,0.010799203092351715,0.10391921425969172,0.07366165991763403,-0.5285531890216775,0.18028956523203074,0.9426195000414737,4,15769,3153
114,RF,0.008756200016604997,0.09357456928356656,0.06267515634263926,-0.23938010468312854,0.15529572989268148,8.629374899959657,4,15769,3153
115,LinearReg,0.0071520382558269546,0.08456972422697709,0.04558611497527152,-0.012322001027265994,0.11529336597725864,0.01888910005800426,4,15769,3153
116,BayesRidge,0.007154934065837847,0.08458684333770736,0.045609376601061326,-0.012731883088849427,0.11516068269511943,0.0054583000019192696,4,15769,3153
117,RidgeReg,0.007152741728332615,0.08457388325205728,0.04559681282278547,-0.012421572739430342,0.11527419555843774,0.0025391000090166926,4,15769,3153
118,PLS,0.007090142945442019,0.08420298655892211,0.04484094984348534,-0.003561144020938656,0.11387287359257803,0.007859500008635223,4,15769,3153
119,XGBoost,0.00834891232840993,0.09137238274451383,0.05814882406759449,-0.18173132362809374,0.14154557042850183,0.2967662999872118,4,15769,3153
120,AdaBoost,0.01477127434394301,0.12153713154399774,0.088135043056532,-0.7279058770479234,740814590521.675,0.27815269998973235,0,3157,3153
121,Boosting,0.010811702436755227,0.10397933658547369,0.06727155143247221,-0.26472528682152197,669420013671.5203,0.6962673999951221,0,3157,3153
122,DecisionTree,0.008317776117972837,0.09120184273342748,0.04616524585988632,0.027007832664922904,748685823578.1738,0.005455799982883036,0,3157,3153
123,LassoReg,0.008548903742933748,0.09246028197520137,0.037338129497450384,-2.8885509758103112e-05,714472575652.0319,0.0020325000514276326,0,3157,3153
124,PCR,0.008531686957449615,0.09236713136960363,0.051333775141039484,0.0019850900030657925,788828006194.6854,0.004684199986513704,0,3157,3153
125,Bagging,0.01055131108193808,0.10271957496961366,0.0600272195145659,-0.23426537240624912,711062203771.153,0.17007300001569092,0,3157,3153
126,RF,0.011401256674380059,0.1067766672751124,0.07217265376801148,-0.33368983302861155,814460828939.6024,1.3554426999762654,0,3157,3153
127,LinearReg,0.25660101695444004,0.5065580094662803,0.40389458418329244,-29.01653039054553,1649258506626.5354,0.006128199980594218,0,3157,3153
128,BayesRidge,0.008189212105497303,0.09049426559455191,0.051624833563219015,0.04204692188368275,761650885212.1425,0.0043376999674364924,0,3157,3153
129,RidgeReg,0.008470089033128916,0.09203308662176292,0.05508122343044646,0.009190657577628714,773120610898.3138,0.003993300022557378,0,3157,3153
130,PLS,0.00820898326475923,0.09060343958569801,0.053380541392501986,0.03973414226228589,727159575470.3395,0.005501599982380867,0,3157,3153
131,XGBoost,0.044125716789418866,0.21006122152700832,0.16437956864128317,-4.161713444219762,926507658185.9585,0.210812299977988,0,3157,3153
132,AdaBoost,0.011568086456895504,0.10755503919805666,0.08198832029762831,-0.4295562316926833,1.8945384895554966,0.2775353000033647,1,6310,3153
133,Boosting,0.007602422433517827,0.08719187137295441,0.04699896389659128,0.06051096641679987,1.6448630560138124,1.599821100011468,1,6310,3153
134,DecisionTree,0.007618655692163204,0.08728491102225633,0.04439543496348583,0.05850489945458892,1.6189499170934036,0.015854199999012053,1,6310,3153
135,LassoReg,0.008092119929251353,0.08995621117661277,0.03905488411496622,-4.669360876841111e-06,1.5840286685223555,0.007570299960207194,1,6310,3153
136,PCR,0.007851181487201691,0.08860689300049794,0.04568191386839001,0.029769922363505508,1.6416132170797877,0.012825100042391568,1,6310,3153
137,Bagging,0.009186582203102221,0.09584665984322156,0.058827576416602974,-0.13525567822617002,1.601785364433901,0.354429800005164,1,6310,3153
138,RF,0.00849076406808748,0.09214534208568266,0.05403224241177901,-0.04926815083851155,1.6279230698664002,3.26867979997769,1,6310,3153
139,LinearReg,0.007804589042980327,0.08834358518296802,0.04890956752508405,0.035527704277967365,1.5927200771318575,0.008558500034268945,1,6310,3153
140,BayesRidge,0.007766632805557524,0.08812850166409006,0.048592272712180945,0.04021824457964629,1.5904479075494444,0.0035235999966971576,1,6310,3153
141,RidgeReg,0.007788199661987207,0.08825077711831895,0.048793020448497065,0.037553064463474506,1.5911200790857984,0.002023999986704439,1,6310,3153
142,PLS,0.007862418938616023,0.08867028216159022,0.049539179974760754,0.02838122521315478,1.5746484774113982,0.005679299996700138,1,6310,3153
143,XGBoost,0.010212346345980847,0.10105615441911911,0.06753979114404354,-0.2620171377089491,1.8064414909518245,0.226363499998115,1,6310,3153
144,AdaBoost,0.007182283592234914,0.08474835451048542,0.051771910500594556,-0.05082380269001274,0.12423545532887977,0.2928251999546774,2,9463,3153
145,Boosting,0.008894823870831261,0.09431237390094292,0.060049470567590114,-0.30138172966466326,0.14348217281965106,1.8358504999778233,2,9463,3153
146,DecisionTree,0.006874827509536281,0.0829145795957278,0.046744672091659424,-0.005840592846996895,0.11285259486784023,0.009229200019035488,2,9463,3153
147,LassoReg,0.006835773685145451,0.08267873780571067,0.03918987698474705,-0.00012671539716602176,0.09724817409332423,0.0022436000290326774,2,9463,3153
148,PCR,0.006865143420732013,0.08285616103061988,0.04611845993636261,-0.004423735535223239,0.11077270880181188,0.00954739999724552,2,9463,3153
149,Bagging,0.009138806739798885,0.09559710633590791,0.06753674776736025,-0.3370783159755917,0.15741962071320503,0.500466099998448,2,9463,3153
150,RF,0.0080526205883729,0.08973639500432866,0.060698917372230425,-0.1781608564499484,0.14302662829115814,5.182915800018236,2,9463,3153
151,LinearReg,0.0076716910971793666,0.08758819039790333,0.05512114992922696,-0.12242791700913713,0.13175283333302287,0.014089700009208173,2,9463,3153
152,BayesRidge,0.007662411567350944,0.08753520187530811,0.05505124121121574,-0.12107024981370351,0.13167639652954718,0.004378199984785169,2,9463,3153
153,RidgeReg,0.007672568132142755,0.08759319683709892,0.05513782465411839,-0.12255623402746196,0.1318194240951015,0.0020653000101447105,2,9463,3153
154,PLS,0.007043646471029298,0.08392643487620154,0.05006814254797046,-0.030540116446157395,0.11953196170633164,0.008870000019669533,2,9463,3153
155,XGBoost,0.01018960745891214,0.10094358552633317,0.06627319280547758,-0.49081861226823564,0.1526763340329759,0.23993720003636554,2,9463,3153
156,AdaBoost,0.007258001768283379,0.08519390687298815,0.055474261057058036,-0.1570979418358074,0.1333555632804085,0.33574510004837066,3,12616,3153
157,Boosting,0.008168902004185427,0.09038197831528931,0.0589201459927877,-0.30231708366432986,0.13814605170306082,2.616530600003898,3,12616,3153
158,DecisionTree,0.0065315546260486445,0.08081803403974044,0.04306588106952842,-0.04128500599367113,0.10968103575621355,0.014510300010442734,3,12616,3153
159,LassoReg,0.0062726966038362504,0.0792003573466449,0.033583635155147847,-1.6886435126206578e-05,0.09110635091627331,0.003321400028653443,3,12616,3153
160,PCR,0.006263109112875579,0.07913980738462521,0.04089803688388271,0.0015115874358008208,0.10690432949660696,0.016949000011663884,3,12616,3153
161,Bagging,0.01614168663195431,0.12704993755194968,0.09715202547085733,-1.5733683975128594,0.2106995428002575,0.7439013000112027,3,12616,3153
162,RF,0.011837830796695823,0.10880179592587534,0.0763274755645348,-0.8872315119174923,0.1716574776732636,6.804931899998337,3,12616,3153
163,LinearReg,0.006608857460884129,0.08129487967199489,0.047355805923456,-0.053608914686706255,0.11870604728148561,0.053972599969711155,3,12616,3153
164,BayesRidge,0.00659882666760284,0.08123316236367288,0.04715984067811366,-0.052009767892408076,0.11823672673869952,0.013348600012250245,3,12616,3153
165,RidgeReg,0.006608337600056935,0.08129168223168307,0.0473345011639167,-0.05352603651825283,0.11862966286699743,0.005358700000215322,3,12616,3153
166,PLS,0.006511022387445668,0.08069090647306962,0.04707329792387531,-0.038011679286504396,0.1178916685547549,0.016684000031091273,3,12616,3153
167,XGBoost,0.021783554950996216,0.14759253013278217,0.11289098320486968,-2.4728162660156587,0.2602331967760735,0.3333932000095956,3,12616,3153
168,AdaBoost,0.00729675547407481,0.08542104819115023,0.047460247761630214,-0.032805731499542246,0.12132687016577513,0.4537129999953322,4,15769,3153
169,Boosting,0.007655864618396278,0.08749779779169461,0.052882029831041365,-0.08363516984469044,0.13524636606928514,2.8439645000034943,4,15769,3153
170,DecisionTree,0.007138472757560668,0.08448948311808202,0.044140509795814915,-0.010401897714245933,0.11451651483715489,0.01837210002122447,4,15769,3153
171,LassoReg,0.0070649892310598,0.08405349029671404,0.03859851527661277,-8.081326441367054e-07,0.10262897216931839,0.009180199995171279,4,15769,3153
172,PCR,0.0071016008431121005,0.08427099645258801,0.0440837154480595,-0.0051829309132966905,0.1138512419159795,0.018710200034547597,4,15769,3153
173,Bagging,0.009342100107424145,0.0966545400248956,0.06647703088598865,-0.3223102472696653,0.1640084514284538,0.8623062000260688,4,15769,3153
174,RF,0.009266406395954429,0.09626217531281135,0.06463611296768107,-0.31159632115248126,0.15905569863021657,8.552226200001314,4,15769,3153
175,LinearReg,0.0071520382558269546,0.08456972422697709,0.04558611497527152,-0.012322001027265994,0.11529336597725864,0.015758999972604215,4,15769,3153
176,BayesRidge,0.007154934065837847,0.08458684333770736,0.045609376601061326,-0.012731883088849427,0.11516068269511943,0.009012299997266382,4,15769,3153
177,RidgeReg,0.007152741728332615,0.08457388325205728,0.04559681282278547,-0.012421572739430342,0.11527419555843774,0.0027020000270567834,4,15769,3153
178,PLS,0.007090142945442019,0.08420298655892211,0.04484094984348534,-0.003561144020938656,0.11387287359257803,0.01155220001237467,4,15769,3153
179,XGBoost,0.00834891232840993,0.09137238274451383,0.05814882406759449,-0.18173132362809374,0.14154557042850183,0.27395060000708327,4,15769,3153
180,AdaBoost,0.008276834435504313,0.09097710940398311,0.049278083522991865,0.03179708592136932,675980583016.7039,0.1470355999772437,0,3157,3153
181,Boosting,0.011448563338603798,0.10699795950672984,0.07247277370176174,-0.3392236455645117,669420013671.5325,0.5949838999658823,0,3157,3153
182,DecisionTree,0.008317776117972844,0.0912018427334275,0.04616524585988674,0.027007832664922127,748685823578.1749,0.005428000004030764,0,3157,3153
183,LassoReg,0.008548903742933748,0.09246028197520137,0.037338129497450384,-2.8885509758103112e-05,714472575652.0319,0.0019022999913431704,0,3157,3153
184,PCR,0.00853168695744961,0.0923671313696036,0.05133377514103941,0.0019850900030663476,788828006194.6852,0.005211699986830354,0,3157,3153
185,Bagging,0.011536188198254941,0.10740664876186642,0.06821545388884205,-0.34947377743812313,778860222483.1229,0.153897300013341,0,3157,3153
186,RF,0.011427044582253335,0.10689735535668474,0.0697376212128638,-0.33670643650732734,757757468275.5483,1.3994279999751598,0,3157,3153
187,LinearReg,0.25660101695444004,0.5065580094662803,0.40389458418329244,-29.01653039054553,1649258506626.5354,0.004148100037127733,0,3157,3153
188,BayesRidge,0.008189212105497303,0.09049426559455191,0.051624833563219015,0.04204692188368275,761650885212.1425,0.0030453000217676163,0,3157,3153
189,RidgeReg,0.008470089033128916,0.09203308662176292,0.05508122343044646,0.009190657577628714,773120610898.3138,0.0029121999978087842,0,3157,3153
190,PLS,0.00820898326475923,0.09060343958569801,0.053380541392501986,0.03973414226228589,727159575470.3395,0.007149100012611598,0,3157,3153
191,XGBoost,0.044125716789418866,0.21006122152700832,0.16437956864128317,-4.161713444219762,926507658185.9585,0.1936299999943003,0,3157,3153
192,AdaBoost,0.01023528342492409,0.10116957756620362,0.07163496001943544,-0.2648516466195039,1.9067013997978264,0.39443430001847446,1,6310,3153
193,Boosting,0.007683562987234534,0.0876559352653004,0.04712977426738529,0.05048381243235056,1.6429425781790656,1.2276752999750897,1,6310,3153
194,DecisionTree,0.007618655692163169,0.08728491102225612,0.04439543496348284,0.05850489945459325,1.6189499170933808,0.008684600004926324,1,6310,3153
195,LassoReg,0.008092119929251353,0.08995621117661277,0.03905488411496622,-4.669360876841111e-06,1.5840286685223555,0.0019492999999783933,1,6310,3153
196,PCR,0.007851181487201691,0.08860689300049794,0.04568191386839001,0.02976992236350562,1.6416132170797877,0.007359599985647947,1,6310,3153
197,Bagging,0.009170660401355363,0.09576356510362051,0.05971852748487601,-0.13328810035650185,1.6106686082935033,0.29825649998383597,1,6310,3153
